context_library_name,context_page_search,result_position,device_type,context_page_url,user_id,campaign,event,region,context_app_install_type,version,network_type,clicked_asset_name,device,context_page_initial_referring_domain,context_screen_width,widget_id,adgroup,timezone,received_at,referrer_page,placement,isp,page,uuid_ts,context_page_initial_referrer,context_locale,context_screen_height,timestamp,medium,source,fbclid,sent_at,country,context_user_agent,context_screen_inner_width,exp_version,active_tab,original_timestamp,context_app_version,context_app_namespace,anonymous_id,application,context_destination_id,query_text,ip_address,component_name,context_page_path,country_code,context_source_type,context_ip,term,clicked_asset_id,context_destination_type,context_screen_density,gclid,name,city,event_text,clicked_asset_type,component_position,context_library_version,context_app_name,channel,context_timezone,results_count,device_orientation,context_source_id,id,referrer,os,context_session_id,browser,creative,content,context_page_referring_domain,context_page_referrer,context_request_ip,context_page_title,context_page_tab_url,adset,context_screen_inner_height,utm_search,gc_id,external_user_id,gc_name,obpp_kyc_status,context_traits_obpp_kyc_status,context_traits_investment_status,investment_status,context_traits_gc_id,context_traits_external_user_id,context_traits_gc_name,context_campaign_name,context_campaign_source,context_campaign_medium
RudderLabs JavaScript SDK,,0,Phone,https://www.gripinvest.in/assets,1822498,Not received,asset_search_result_clicked,Bihar,npm,IPv4,4g,RCBUG260402,Not received,,424,no-context,Not received,Asia/Kolkata,2026-05-07T00:02:10.932+05:30,/portfolio,Not received,Bharti Airtel Ltd. AS for GPRS Service,/assets,2026-05-07T00:30:17.053+05:30,$direct,en-GB,942,2026-05-07T00:02:10.93+05:30,Not received,Not received,Not received,2026-05-07T00:02:09.981+05:30,India,"Mozilla/5.0 (Linux; Android 16; CPH2637 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",423,,bonds,2026-05-07T00:02:09.979+05:30,3.11.17,com.rudderlabs.javascript,b06df59f-9fa7-4289-9edb-8a94ec122b40,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Gold sip,ip_b2578cd68f,Unknown,/assets,IN,Javascript,ip_b2578cd68f,Not received,2572,POSTGRES,2.549999952316284,Not received,Not received,Patna,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,1,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,cf42aeb5-6c33-4ddb-9507-131578357680,Not received,Android,1778090705611.0,Chrome,Not received,Not received,,$direct,ip_b2578cd68f,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets,Not received,609,,,,,True,True,False,False,,,,,,
RudderLabs JavaScript SDK,,0,Phone,https://www.gripinvest.in/assets,1614775,Not received,asset_search_result_clicked,Maharashtra,npm,IPv4,4g,FDUNT240901,Not received,,384,no-context,Not received,Asia/Kolkata,2026-05-07T00:18:45.358+05:30,/portfolio,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T00:30:17.053+05:30,$direct,en-IN,832,2026-05-07T00:18:45.355+05:30,Not received,Not received,Not received,2026-05-07T00:18:44.979+05:30,India,"Mozilla/5.0 (Linux; Android 16; SM-A156E Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.138 Mobile Safari/537.36",384,,bonds,2026-05-07T00:18:44.976+05:30,3.11.17,com.rudderlabs.javascript,b6a18046-7c3a-4b60-8c92-ad0572ff51e7,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Invit,ip_c8c2150a30,Unknown,/assets,IN,Javascript,ip_c8c2150a30,Not received,1292,POSTGRES,2.8125,Not received,Not received,Pune,asset_search_result_clicked,high_yield_fd,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,1,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,cdf128e9-5832-4c84-8feb-cbfa24dbc4c7,Not received,Android,1778093253177.0,Chrome,Not received,Not received,,$direct,ip_c8c2150a30,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets,Not received,755,,,,,True,True,True,True,,,,,,
RudderLabs JavaScript SDK,,0,Phone,https://www.gripinvest.in/assets,528132,Not received,asset_search_result_clicked,Uttarakhand,npm,IPv4,4g,RCBHDC260201,Not received,,388,no-context,Not received,Asia/Kolkata,2026-05-07T00:29:21.73+05:30,/discover,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T00:30:17.053+05:30,$direct,en-IN,861,2026-05-07T00:29:21.729+05:30,Not received,Not received,Not received,2026-05-07T00:29:21.76+05:30,India,"Mozilla/5.0 (Linux; Android 13; moto g62 5G Build/T1SSIS33.1-75-7-16; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",387,,bonds,2026-05-07T00:29:21.759+05:30,3.11.17,com.rudderlabs.javascript,3c239a03-6ca4-4253-90df-91edb44c04ea,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,AAA,ip_12d260a8fd,Unknown,/assets,IN,Javascript,ip_12d260a8fd,Not received,2423,POSTGRES,2.7875001430511475,Not received,Not received,Dehradun,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,1,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,63710535-0bbb-4b1f-9a1e-e40964f24c2e,Not received,Android,1778093679706.0,Chrome,Not received,Not received,,$direct,ip_12d260a8fd,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets,Not received,517,,,,,False,False,False,False,,,,,,
RudderLabs JavaScript SDK,?type=bonds,1,Phone,https://www.gripinvest.in/assets?type=bonds,1520548,Not received,asset_search_result_clicked,Gujarat,npm,IPv4,4g,RCBKD260201,Not received,,360,no-context,Not received,Asia/Kolkata,2026-05-07T00:40:26.955+05:30,/assets/bonds,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T01:00:29.247+05:30,$direct,en-IN,792,2026-05-07T00:40:26.954+05:30,Not received,Not received,Not received,2026-05-07T00:40:26.817+05:30,India,"Mozilla/5.0 (Linux; Android 16; CPH2573 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.112 Mobile Safari/537.36",360,,bonds,2026-05-07T00:40:26.816+05:30,3.11.17,com.rudderlabs.javascript,9a46a10c-ba64-4c9d-a564-541e127a70f7,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Monthly payout,ip_733fc1cfae,Unknown,/assets,IN,Javascript,ip_733fc1cfae,Not received,2393,POSTGRES,3.0,Not received,Not received,Surat,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,0,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,a6d67f94-045c-4ea5-a650-640ec02425b4,Not received,Android,1778094105440.0,Chrome,Not received,Not received,,$direct,ip_733fc1cfae,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets?type=bonds,Not received,752,,,,,True,True,False,False,,,,,,
RudderLabs JavaScript SDK,,0,Phone,https://www.gripinvest.in/assets,1231504,Not received,asset_search_result_clicked,West Bengal,npm,IPv4,4g,RCBTB260501,Not received,,432,no-context,Not received,Asia/Kolkata,2026-05-07T01:15:52.495+05:30,/assets/bonds,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T01:30:15.254+05:30,$direct,en-US,984,2026-05-07T01:15:52.493+05:30,Not received,Not received,Not received,2026-05-07T01:15:51.412+05:30,India,"Mozilla/5.0 (Linux; Android 12; moto g(60) Build/S2RI32.32-20-9-9-2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",432,,bonds,2026-05-07T01:15:51.41+05:30,3.11.17,com.rudderlabs.javascript,385d61fb-ffda-4ccb-b9fc-0546bcdd7ef4,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Rbi,ip_eb92869c93,Unknown,/assets,IN,Javascript,ip_eb92869c93,Not received,2621,POSTGRES,2.5,Not received,Not received,Kolkata,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,2,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,80b9d614-e9c8-4c5e-85f3-e2c8c4fad86d,Not received,Android,1778096703168.0,Chrome,Not received,Not received,,$direct,ip_eb92869c93,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets,Not received,648,?utm_source=app&utm_medium=marketing&utm_campaign=PApp_02052026_M_Followup_Deal_Bond_Ugro_FTI,,,,True,True,False,False,,,,,,
RudderLabs JavaScript SDK,,0,Phone,https://www.gripinvest.in/assets,1576165,Not received,asset_search_result_clicked,West Bengal,npm,IPv4,4g,RCBAK260401,Not received,www.gripinvest.in,412,no-context,Not received,Asia/Kolkata,2026-05-07T01:50:20.958+05:30,/portfolio,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T02:00:21.755+05:30,https://www.gripinvest.in/terms-and-conditions,en-IN,912,2026-05-07T01:50:20.956+05:30,Not received,Not received,Not received,2026-05-07T01:50:19.894+05:30,India,"Mozilla/5.0 (Linux; Android 16; A001 Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",411,,bonds,2026-05-07T01:50:19.892+05:30,3.11.17,com.rudderlabs.javascript,9e54b4e3-8d76-4da2-816a-3cf351b8789a,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Akme,ip_1735e09453,Unknown,/assets,IN,Javascript,ip_1735e09453,Not received,2573,POSTGRES,2.625,Not received,Not received,Kolkata,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,1,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,6bf608e2-8dcb-4c93-8319-8c5b3138c48e,Not received,Android,1778097979148.0,Chrome,Not received,Not received,www.gripinvest.in,https://www.gripinvest.in/terms-and-conditions,ip_1735e09453,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets,Not received,575,,,,,True,True,True,True,,,,,,
RudderLabs JavaScript SDK,?type=bonds,1,Phone,https://www.gripinvest.in/assets?type=bonds,1776420,Not received,asset_search_result_clicked,Maharashtra,npm,IPv4,Unknown,RCBNF260202,Not received,www.gripinvest.in,390,no-context,Not received,Asia/Kolkata,2026-05-07T05:52:00.412+05:30,/discover,Not received,"Bharti Airtel Ltd., Telemedia Services",/assets,2026-05-07T06:00:31.225+05:30,https://www.gripinvest.in/n/assetdetails/-motilal-oswahttps:/www.gripinvest.in/assetdetails/-motilal-oswal-/ncd/rcbmo251002/2088l-/ncd/rcbmo251002/2088,en-IN,844,2026-05-07T05:52:00.41+05:30,Not received,Not received,Not received,2026-05-07T05:52:00.247+05:30,India,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",390,,bonds,2026-05-07T05:52:00.245+05:30,3.11.17,com.rudderlabs.javascript,93e7f325-bd57-44cf-8a8c-89654abcf60a,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Navi,ip_21461466c8,Unknown,/assets,IN,Javascript,ip_21461466c8,Not received,2438,POSTGRES,3.0,Not received,Not received,Pune,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,5,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,3ac777a5-6b59-443d-8c28-574a53bfbd3a,Not received,iOS,1778113293180.0,Unknown,Not received,Not received,,$direct,ip_21461466c8,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets?type=bonds,Not received,785,?filter=just-launched&sort=ytm_desc&utm_source=app&utm_medium=marketing&utm_campaign=PApp_05052026_M_Followup_Deal_Bond_STLNetwork_Reg_All_LOTW_Timer,,,,True,True,False,False,,,,,,
RudderLabs JavaScript SDK,?type=highyieldfd,0,Phone,https://www.gripinvest.in/assets?type=highyieldfd,592229,Not received,asset_search_result_clicked,California,npm,IPv4,4g,RCBDAR260401,Not received,,360,no-context,Not received,America/Los_Angeles,2026-05-07T06:16:56.81+05:30,/assetdetails/suryoday/bank/fdsry240901/1239,Not received,"AT&T Enterprises, LLC",/assets,2026-05-07T06:30:17.267+05:30,$direct,en-GB,798,2026-05-07T06:16:56.809+05:30,Not received,Not received,Not received,2026-05-07T06:16:56.519+05:30,United States,"Mozilla/5.0 (Linux; Android 16; CPH2717 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.137 Mobile Safari/537.36",360,,highyieldfd,2026-05-07T06:16:56.518+05:30,3.11.17,com.rudderlabs.javascript,48d8a13b-f862-4fdd-8b24-414b8bb88037,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,FD backed credit card,ip_3b059066d1,Unknown,/assets,US,Javascript,ip_3b059066d1,Not received,2528,POSTGRES,3.0,Not received,Not received,San Jose,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT-0700,0,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,9b34cd3b-f553-4173-bf09-25520de6f1f1,Not received,Android,1778114198543.0,Chrome,Not received,Not received,,$direct,ip_3b059066d1,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets?type=highyieldfd,Not received,498,,,,,True,True,True,True,,,,,,
RudderLabs JavaScript SDK,,0,Phone,https://www.gripinvest.in/assets,1826815,Not received,asset_search_result_clicked,Gujarat,npm,IPv4,4g,RCBTB260501,Not received,,384,no-context,Not received,Asia/Kolkata,2026-05-07T07:40:43.977+05:30,/assetdetails/keertana/ncd/rcbkf260502/2627,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T08:00:23.586+05:30,$direct,en-IN,832,2026-05-07T07:40:43.976+05:30,Not received,Not received,Not received,2026-05-07T07:40:42.543+05:30,India,"Mozilla/5.0 (Linux; Android 16; SM-A356E Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.112 Mobile Safari/537.36",384,,bonds,2026-05-07T07:40:42.542+05:30,3.11.17,com.rudderlabs.javascript,6e61561c-36e8-4846-9e21-2ad85cde2c2b,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Government ,ip_fab58f444a,Unknown,/assets,IN,Javascript,ip_fab58f444a,Not received,2621,POSTGRES,2.8125,Not received,Not received,Vadodara,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,2,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,26e06a46-18c1-4339-a3f3-6e5c126cfe1c,Not received,Android,1778119670468.0,Chrome,Not received,Not received,,$direct,ip_fab58f444a,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets,Not received,751,?utm_source=app&utm_medium=marketing&utm_campaign=PApp_06052026_M_Launch_Deal_Bond_Keertana_FTI_LOTW_Sticky,,,,True,True,False,False,,,,,,
RudderLabs JavaScript SDK,?type=bonds,0,Phone,https://www.gripinvest.in/assets?type=bonds,1399730,Not received,asset_search_result_clicked,Gujarat,npm,IPv4,4g,RCBWC251102,Not received,www.gripinvest.in,434,no-context,Not received,Asia/Kolkata,2026-05-07T07:59:19.45+05:30,/discover,Not received,Reliance Jio Infocomm Limited,/assets,2026-05-07T08:30:34.429+05:30,https://www.gripinvest.in/?utm_source=google&utm_medium=cpc&utm_campaign=23223802547&utm_referrer=bonds&gad_source=1&gad_campaignid=23223802547&gbraid=0AAAAACUmGANM1RDDXGomF6tLmGmINmWTE&gclid=EAIaIQobChMI14_Co8jwkAMV4aVmAh238AQrEAAYAyAAEgKLdPD_BwE,en-IN,965,2026-05-07T07:59:19.449+05:30,Not received,Not received,Not received,2026-05-07T07:59:18.434+05:30,India,"Mozilla/5.0 (Linux; Android 16; motorola edge 60 fusion Build/W1VCS36H.14-20-19-3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/147.0.7727.111 Mobile Safari/537.36",433,,bonds,2026-05-07T07:59:18.433+05:30,3.11.17,com.rudderlabs.javascript,6d91e8ed-af89-447c-976e-9b73008b1b5e,Mobile App,1zPDwwVTM2IViEcrnPu1ijq5MB9,Western,ip_36335900e0,Unknown,/assets,IN,Javascript,ip_36335900e0,Not received,2235,POSTGRES,2.8125,Not received,Not received,Vadodara,asset_search_result_clicked,bonds,0,3.11.17,RudderLabs JavaScript SDK,web,GMT+0530,2,Portrait,1zPBioi9zJvy4kIey0DcD3upWe6,c934d2ef-811e-4ff1-9c92-eb1b41435d2c,Not received,Android,1778120934295.0,Chrome,Not received,Not received,,$direct,ip_36335900e0,Invest in non-market linked investment opportunities,https://www.gripinvest.in/assets?type=bonds,Not received,581,,,,,True,True,True,True,,,,,,
