timestamp,context_session_id,user_id,query_text,results_count,active_tab,is_refinement
2026-04-02T19:14:49.869+05:30,1775137472603.0,622564,aka,2,bonds,False
2026-04-02T19:14:52.775+05:30,1775137472603.0,622564,akar,3,bonds,True
2026-04-02T19:14:53.11+05:30,1775137472603.0,622564,akara,2,bonds,True
2026-04-02T19:15:00.141+05:30,1775137472603.0,622564,akar,3,bonds,False
2026-04-02T19:15:00.47+05:30,1775137472603.0,622564,akara,2,bonds,True
2026-04-02T19:15:10.41+05:30,1775137472603.0,622564,uni,2,bonds,False
2026-04-02T19:15:10.79+05:30,1775137472603.0,622564,unif,2,bonds,True
2026-04-02T19:15:51.523+05:30,1775137108831.0,1755796,cho,0,bonds,False
2026-04-02T19:15:53.516+05:30,1775137108831.0,1755796,choi,0,bonds,True
2026-04-02T19:15:55.307+05:30,1775137108831.0,1755796,choic,0,bonds,True
2026-04-02T19:15:55.67+05:30,1775137108831.0,1755796,choice,0,bonds,True
2026-04-02T19:15:56.21+05:30,1775137472603.0,622564,unity,2,sdi,False
2026-04-02T19:16:27.975+05:30,1775137356737.0,1189978,bon,1,bonds,False
2026-04-02T19:17:21.923+05:30,1775136271084.0,715615,ass,0,bonds,False
2026-04-02T19:17:44.379+05:30,1775136271084.0,715615,bhu,0,bonds,False
2026-04-02T19:17:50.258+05:30,1775136271084.0,715615,bonf,0,bonds,False
2026-04-02T19:17:51.12+05:30,1775136271084.0,715615,bon,5,bonds,True
2026-04-02T19:17:51.742+05:30,1775136271084.0,715615,bond,5,bonds,True
2026-04-02T19:18:08.778+05:30,1775137672721.0,1612337,mut,0,bonds,False
2026-04-02T19:18:34.872+05:30,1775136271084.0,715615,best,2,bonds,False
2026-04-02T19:18:44.837+05:30,1775137718231.0,20110,bon,5,bonds,False
2026-04-02T19:18:45.465+05:30,1775137718231.0,20110,bonds,0,bonds,True
2026-04-02T19:18:49.068+05:30,1775137718231.0,20110,bond,5,bonds,True
2026-04-02T19:18:54.588+05:30,1775137718231.0,20110,akme,3,bonds,False
2026-04-02T19:18:59.778+05:30,1775137718231.0,20110,kar,2,bonds,False
2026-04-02T19:19:00.129+05:30,1775137718231.0,20110,kara,3,bonds,True
2026-04-02T19:19:03.766+05:30,1775137718231.0,20110,aka,2,bonds,False
2026-04-02T19:19:04.416+05:30,1775137718231.0,20110,akara,2,bonds,True
2026-04-02T19:19:08.192+05:30,1775137672721.0,1612337,mut,0,bonds,False
2026-04-02T19:19:10.085+05:30,1775137718231.0,20110,akme,3,bonds,False
2026-04-02T19:19:17.676+05:30,1775137718231.0,20110,best,2,bonds,False
2026-04-02T19:19:51.296+05:30,1775137672721.0,1612337,nar,7,bonds,False
2026-04-02T19:20:06.232+05:30,1775137672721.0,1612337,nar,7,bonds,False
2026-04-02T19:20:07.001+05:30,1775137672721.0,1612337,narv,3,bonds,True
2026-04-02T19:20:07.41+05:30,1775137672721.0,1612337,narvi,2,bonds,True
2026-04-02T19:20:26.151+05:30,1775136271084.0,715615,best,2,bonds,False
2026-04-02T19:20:54.293+05:30,1775137821346.0,20110,akara,2,bonds,False
2026-04-02T19:21:15.699+05:30,1775137821346.0,20110,sdi,0,sdi,False
2026-04-02T19:21:19.672+05:30,1775137821346.0,20110,sdis,0,sdi,True
2026-04-02T19:21:23.421+05:30,1775137821346.0,20110,basket,3,sdi,False
2026-04-02T19:21:30.343+05:30,1775137821346.0,20110,sdi,0,sdi,False
2026-04-02T19:21:35.396+05:30,1775137821346.0,20110,aka,2,sdi,False
2026-04-02T19:22:44.886+05:30,1775136271084.0,715615,aka,2,bonds,False
2026-04-02T19:22:45.679+05:30,1775136271084.0,715615,akar,3,bonds,True
2026-04-02T19:22:45.995+05:30,1775136271084.0,715615,akara,2,bonds,True
2026-04-02T19:22:49.058+05:30,1775136271084.0,715615,aka,2,bonds,True
2026-04-02T19:30:56.838+05:30,1775136271084.0,715615,span,3,bonds,False
2026-04-02T19:30:57.194+05:30,1775136271084.0,715615,spand,2,bonds,True
2026-04-02T19:31:01.176+05:30,1775136271084.0,715615,span,3,bonds,True
2026-04-02T19:31:02.824+05:30,1775136271084.0,715615,best,2,bonds,False
2026-04-02T19:32:29.645+05:30,1775136271084.0,715615,seel,0,bonds,False
2026-04-02T19:32:32.524+05:30,1775136271084.0,715615,sell,25,bonds,False
2026-04-02T19:32:42.645+05:30,1775136271084.0,715615,sell,25,bonds,False
2026-04-02T19:32:42.99+05:30,1775136271084.0,715615,sell,25,bonds,True
2026-04-02T19:32:44.327+05:30,1775136271084.0,715615,sell any,25,bonds,True
2026-04-02T19:32:46.594+05:30,1775136271084.0,715615,sell anytime,25,bonds,True
2026-04-02T19:32:56.784+05:30,1775136271084.0,715615,bes,2,bonds,False
2026-04-02T19:32:58.142+05:30,1775136271084.0,715615,best,2,bonds,True
2026-04-02T19:33:08.733+05:30,1775136271084.0,715615,highl,1,bonds,False
2026-04-02T19:33:09.059+05:30,1775136271084.0,715615,highly,1,bonds,True
2026-04-02T19:33:13.81+05:30,1775136271084.0,715615,highl,1,bonds,True
2026-04-02T19:33:16.519+05:30,1775136271084.0,715615,fresh,0,bonds,False
2026-04-02T19:33:21.331+05:30,1775136271084.0,715615,new,6,bonds,False
2026-04-02T19:33:22.286+05:30,1775136271084.0,715615,new,1,bonds,True
2026-04-02T19:33:24.098+05:30,1775136271084.0,715615,new d,1,bonds,True
2026-04-02T19:33:25.304+05:30,1775136271084.0,715615,new,6,bonds,True
2026-04-02T19:33:36.542+05:30,1775136271084.0,715615,new,6,bonds,False
2026-04-02T19:33:49.954+05:30,1775136271084.0,715615,tax,1,bonds,False
2026-04-02T19:33:51.512+05:30,1775136271084.0,715615,tax,1,bonds,True
2026-04-02T19:34:06.686+05:30,1775136271084.0,715615,tac,0,bonds,False
2026-04-02T19:34:07.615+05:30,1775136271084.0,715615,tax,1,bonds,True
2026-04-02T19:34:12.391+05:30,1775136271084.0,715615,new,6,bonds,False
2026-04-02T19:34:32.487+05:30,1775137821346.0,20110,new,6,sdi,False
2026-04-02T19:37:18.071+05:30,1775138830880.0,715615,best,2,bonds,False
2026-04-02T19:38:15.389+05:30,1775137795982.0,1232728,best,2,bonds,False
2026-04-02T19:38:31.459+05:30,1775137795982.0,1232728,navi,2,bonds,False
2026-04-02T19:39:03.888+05:30,1775138499176.0,514187,aka,2,bonds,False
2026-04-02T19:39:05.517+05:30,1775138499176.0,514187,akme,3,bonds,True
2026-04-02T19:39:13.582+05:30,1775138499176.0,514187,akara,2,bonds,False
2026-04-02T19:48:24.641+05:30,1775139367930.0,941335,reg,0,bonds,False
2026-04-02T19:48:25.276+05:30,1775139367930.0,941335,rege,1,bonds,True
2026-04-02T19:48:28.126+05:30,1775139367930.0,941335,regen,0,bonds,True
2026-04-02T19:48:30.452+05:30,1775139367930.0,941335,regenc,0,bonds,True
2026-04-02T19:48:30.932+05:30,1775139367930.0,941335,regency,0,bonds,True
