timestamp,context_session_id,user_id,query_text,query_length,active_tab
2026-04-16T03:39:10.583+05:30,1776290832409,1785739.0,SMC,3,sdi
2026-04-16T03:39:13.402+05:30,1776290832409,1785739.0,SMC ,4,sdi
2026-04-16T03:39:13.93+05:30,1776290832409,1785739.0,SMC G,5,sdi
2026-04-16T07:08:17.74+05:30,1776303273102,1184624.0,Swc,3,bonds
2026-04-16T07:08:18.149+05:30,1776303273102,1184624.0,Swcu,4,bonds
2026-04-16T07:08:21.728+05:30,1776303273102,1184624.0,Secure,6,bonds
2026-04-16T07:40:40.208+05:30,1776305385154,1427.0,Secure,6,bonds
2026-04-16T07:40:43.433+05:30,1776305385154,1427.0,Secured gold,12,bonds
2026-04-16T07:40:43.817+05:30,1776305385154,1427.0,Secured gold ,13,bonds
2026-04-16T07:40:52.549+05:30,1776305385154,1427.0,Bonds,5,bonds
2026-04-16T08:22:58.987+05:30,1776307816366,1790183.0,Fixed ,6,bonds
2026-04-16T08:23:01.116+05:30,1776307816366,1790183.0,Fixed re,8,bonds
2026-04-16T08:23:02.374+05:30,1776307816366,1790183.0,Fixed retu,10,bonds
2026-04-16T08:23:02.782+05:30,1776307816366,1790183.0,Fixed return ,13,bonds
2026-04-16T08:23:45.077+05:30,1776307997964,844945.0,Moneybo,7,baskets
2026-04-16T08:23:45.837+05:30,1776307997964,844945.0,Moneyboxx,9,baskets
2026-04-16T08:24:41.141+05:30,1776308051959,1263671.0,Icl,3,bonds
2026-04-16T08:24:46.946+05:30,1776308051959,1263671.0,Icl ,4,bonds
2026-04-16T08:36:59.929+05:30,1776308778261,1075883.0,Pfc,3,bonds
2026-04-16T08:37:06.04+05:30,1776308778261,1075883.0,Naba,4,bonds
2026-04-16T08:37:06.627+05:30,1776308778261,1075883.0,Nabard,6,bonds
2026-04-16T08:49:37.36+05:30,1776309471157,1493525.0,Akme ,5,bonds
2026-04-16T08:53:47.738+05:30,1776309233350,1790319.0,Akshay tritiya ,15,bonds
2026-04-16T09:15:42.417+05:30,1776310990624,1280703.0,Sammaan ,8,bonds
2026-04-16T09:16:15.214+05:30,1776308863102,1673173.0,Akme fintrad,12,bonds
2026-04-16T09:18:09.744+05:30,1776311270605,1790507.0,Ahme,4,baskets
2026-04-16T09:19:09.06+05:30,1776309523084,1790347.0,Tax free ,9,bonds
2026-04-16T09:19:12.034+05:30,1776309523084,1790347.0,Tax free b,10,bonds
2026-04-16T09:19:12.509+05:30,1776309523084,1790347.0,Tax free b9,11,bonds
2026-04-16T09:19:13.196+05:30,1776309523084,1790347.0,Tax free b9n,12,bonds
2026-04-16T09:19:14.055+05:30,1776309523084,1790347.0,Tax free b9nds,14,bonds
2026-04-16T09:19:18.442+05:30,1776309523084,1790347.0,Tax free bo,11,bonds
2026-04-16T09:19:18.888+05:30,1776309523084,1790347.0,Tax free bon,12,bonds
2026-04-16T09:19:19.325+05:30,1776309523084,1790347.0,Tax free bond,13,bonds
2026-04-16T09:19:19.792+05:30,1776309523084,1790347.0,Tax free bonds,14,bonds
2026-04-16T09:29:54.355+05:30,1776311084062,1438343.0,Acme,4,bonds
2026-04-16T09:29:55.193+05:30,1776311730687,1746772.0,A b,3,bonds
2026-04-16T09:29:55.473+05:30,1776311730687,1746772.0,A ba,4,bonds
2026-04-16T09:39:58.238+05:30,1776312576853,866945.0,Ugrow,5,bonds
2026-04-16T09:45:26.533+05:30,1776312907673,1152508.0,Mid,3,bonds
2026-04-16T09:50:02.976+05:30,1776313126881,1790662.0,Ifci,4,bonds
2026-04-16T09:52:18.113+05:30,1776312841212,1788882.0,T bill,6,bonds
2026-04-16T09:53:33.883+05:30,1776313187454,1790375.0,AAA,3,bonds
2026-04-16T09:53:49.861+05:30,1776313240801,1332621.0,Akme ,5,bonds
2026-04-16T10:08:32.117+05:30,1776313637744,1790694.0,Sbi,3,bonds
2026-04-16T10:28:16.583+05:30,1776315442444,144713.0,Powee,5,bonds
2026-04-16T10:28:17.609+05:30,1776315442444,144713.0,Powe,4,bonds
2026-04-16T10:30:55.131+05:30,1776315635510,1678745.0,Sri,3,bonds
2026-04-16T10:33:46.664+05:30,1776315382369,1647483.0,Krazy,5,bonds
2026-04-16T10:33:49.244+05:30,1776315382369,1647483.0,Krazyb,6,bonds
2026-04-16T10:33:49.924+05:30,1776315382369,1647483.0,Krazybee,8,bonds
2026-04-16T10:40:54.046+05:30,1776316217209,811057.0,Stl,3,bonds
2026-04-16T10:46:33.588+05:30,1776316032327,1790873.0,Akshay tri,10,bonds
2026-04-16T10:50:25.364+05:30,1776316789554,579304.0,ele,3,bonds
2026-04-16T10:50:59.379+05:30,1776316333727,1735758.0,Civil,5,bonds
2026-04-16T10:51:00.27+05:30,1776316333727,1735758.0,Civil score,11,bonds
2026-04-16T10:51:06.378+05:30,1776316333727,1735758.0,Civil,5,bonds
2026-04-16T10:51:43.886+05:30,1776315195138,1790805.0,Kotak samll,11,bonds
2026-04-16T10:51:44.777+05:30,1776315195138,1790805.0,Kotak sa,8,bonds
2026-04-16T10:51:45.281+05:30,1776315195138,1790805.0,Kotak s,7,bonds
2026-04-16T10:51:46.131+05:30,1776315195138,1790805.0,Kotak small,11,bonds
