timestamp,context_session_id,user_id,query_text,query_length,active_tab
2026-04-02T19:15:51.512+05:30,1775137108831.0,1755796,Cho,3,bonds
2026-04-02T19:15:53.511+05:30,1775137108831.0,1755796,Choi,4,bonds
2026-04-02T19:15:55.29+05:30,1775137108831.0,1755796,Choic,5,bonds
2026-04-02T19:15:55.627+05:30,1775137108831.0,1755796,Choice,6,bonds
2026-04-02T19:17:21.923+05:30,1775136271084.0,715615,Ass,3,bonds
2026-04-02T19:17:44.376+05:30,1775136271084.0,715615,Bhu,3,bonds
2026-04-02T19:17:50.258+05:30,1775136271084.0,715615,Bonf,4,bonds
2026-04-02T19:18:08.757+05:30,1775137672721.0,1612337,Mut,3,bonds
2026-04-02T19:18:45.455+05:30,1775137718231.0,20110,Bonds,5,bonds
2026-04-02T19:19:08.171+05:30,1775137672721.0,1612337,Mut,3,bonds
2026-04-02T19:21:15.678+05:30,1775137821346.0,20110,Sdi,3,sdi
2026-04-02T19:21:19.657+05:30,1775137821346.0,20110,Sdis,4,sdi
2026-04-02T19:21:30.307+05:30,1775137821346.0,20110,SDI,3,sdi
2026-04-02T19:32:29.644+05:30,1775136271084.0,715615,Seel,4,bonds
2026-04-02T19:33:16.521+05:30,1775136271084.0,715615,Fresh,5,bonds
2026-04-02T19:34:06.7+05:30,1775136271084.0,715615,Tac,3,bonds
2026-04-02T19:48:24.641+05:30,1775139367930.0,941335,Reg,3,bonds
2026-04-02T19:48:28.126+05:30,1775139367930.0,941335,Regen,5,bonds
2026-04-02T19:48:30.452+05:30,1775139367930.0,941335,Regenc,6,bonds
2026-04-02T19:48:30.931+05:30,1775139367930.0,941335,Regency,7,bonds
2026-04-02T19:48:39.367+05:30,1775139367930.0,941335,Ved,3,bonds
2026-04-02T19:48:40.306+05:30,1775139367930.0,941335,Vedi,4,bonds
2026-04-02T19:48:41.531+05:30,1775139367930.0,941335,Vedik,5,bonds
2026-04-02T19:48:42.433+05:30,1775139367930.0,941335,Vedika,6,bonds
2026-04-02T20:04:54.781+05:30,1775140456366.0,2,Gse,3,bonds
2026-04-02T20:06:31.913+05:30,1775140546362.0,2,Hello,5,bonds
2026-04-02T20:06:33.107+05:30,1775140546362.0,2,Hell,4,bonds
2026-04-02T20:09:10.048+05:30,1775140727551.0,1513938,Nhi,3,bonds
2026-04-02T20:09:13.526+05:30,1775140565910.0,1665726,My ,3,bonds
2026-04-02T20:09:14.192+05:30,1775140565910.0,1665726,My i,4,bonds
2026-04-02T20:09:14.797+05:30,1775140565910.0,1665726,My ins,6,bonds
2026-04-02T20:09:19.113+05:30,1775140565910.0,1665726,My inves,8,bonds
2026-04-02T20:09:20.146+05:30,1775140565910.0,1665726,My investment ,14,bonds
2026-04-02T20:24:24.976+05:30,1775136709938.0,1735954,IN002025Z310 ,13,bonds
2026-04-02T20:35:02.87+05:30,1775141050501.0,1333747,Indian B,8,bonds
2026-04-02T20:35:05.835+05:30,1775141050501.0,1333747,Indian Bank,11,bonds
2026-04-02T20:37:53.462+05:30,1775142455277.0,20110,Sri,3,highyieldfd
2026-04-02T20:38:37.867+05:30,1775142455277.0,20110,Bom,3,highyieldfd
2026-04-02T20:38:38.812+05:30,1775142455277.0,20110,Bomds,5,highyieldfd
2026-04-02T20:38:42.652+05:30,1775142455277.0,20110,Bonds,5,highyieldfd
2026-04-02T20:38:57.694+05:30,1775142455277.0,20110,Kos,3,highyieldfd
2026-04-02T20:55:46.879+05:30,1775143316157.0,1131882,Dava,4,bonds
