timestamp,context_session_id,user_id,query_text,results_count,active_tab,is_refinement
2026-04-16T02:57:48.699+05:30,1776287426675.0,1789738.0,hold,2,bonds,False
2026-04-16T02:57:50.933+05:30,1776287426675.0,1789738.0,gold,6,bonds,False
2026-04-16T03:13:21.687+05:30,1776289364440.0,1388793.0,cap,4,bonds,False
2026-04-16T03:13:21.992+05:30,1776289364440.0,1388793.0,capr,3,bonds,True
2026-04-16T03:13:22.301+05:30,1776289364440.0,1388793.0,capri,3,bonds,True
2026-04-16T03:39:10.584+05:30,1776290832409.0,1785739.0,smc,0,sdi,False
2026-04-16T03:39:13.405+05:30,1776290832409.0,1785739.0,smc,0,sdi,True
2026-04-16T03:39:13.933+05:30,1776290832409.0,1785739.0,smc g,0,sdi,True
2026-04-16T03:39:14.892+05:30,1776290832409.0,1785739.0,smc glo,1,sdi,True
2026-04-16T03:39:15.381+05:30,1776290832409.0,1785739.0,smc glob,1,sdi,True
2026-04-16T03:39:15.882+05:30,1776290832409.0,1785739.0,smc globa,1,sdi,True
2026-04-16T03:39:16.491+05:30,1776290832409.0,1785739.0,smc global,1,sdi,True
2026-04-16T03:39:34.767+05:30,1776290832409.0,1785739.0,pai,2,sdi,False
2026-04-16T03:39:35.532+05:30,1776290832409.0,1785739.0,paisa,2,sdi,True
2026-04-16T03:39:36.371+05:30,1776290832409.0,1785739.0,paisal,4,sdi,True
2026-04-16T03:39:36.704+05:30,1776290832409.0,1785739.0,paisalo,1,sdi,True
2026-04-16T06:10:16.85+05:30,1776299850254.0,1757920.0,sho,1,bonds,False
2026-04-16T06:10:17.805+05:30,1776299850254.0,1757920.0,short,1,bonds,True
2026-04-16T07:08:17.76+05:30,1776303273102.0,1184624.0,swc,0,bonds,False
2026-04-16T07:08:18.175+05:30,1776303273102.0,1184624.0,swcu,0,bonds,True
2026-04-16T07:08:20.88+05:30,1776303273102.0,1184624.0,sec,1,bonds,True
2026-04-16T07:08:21.197+05:30,1776303273102.0,1184624.0,secu,1,bonds,True
2026-04-16T07:08:21.755+05:30,1776303273102.0,1184624.0,secure,0,bonds,True
2026-04-16T07:08:23.684+05:30,1776303273102.0,1184624.0,secured,1,bonds,True
2026-04-16T07:08:25.283+05:30,1776303273102.0,1184624.0,secured,1,bonds,True
2026-04-16T07:08:26.039+05:30,1776303273102.0,1184624.0,secured bo,1,bonds,True
2026-04-16T07:08:27.379+05:30,1776303273102.0,1184624.0,secured bonds,1,bonds,True
2026-04-16T07:31:12.044+05:30,1776304805562.0,1787896.0,mcred,3,bonds,False
2026-04-16T07:40:39.079+05:30,1776305385154.0,1427.0,sec,1,bonds,False
2026-04-16T07:40:39.453+05:30,1776305385154.0,1427.0,secu,1,bonds,True
2026-04-16T07:40:40.219+05:30,1776305385154.0,1427.0,secure,0,bonds,True
2026-04-16T07:40:40.777+05:30,1776305385154.0,1427.0,secured,1,bonds,True
2026-04-16T07:40:42.543+05:30,1776305385154.0,1427.0,secured g,1,bonds,True
2026-04-16T07:40:43.444+05:30,1776305385154.0,1427.0,secured gold,0,bonds,True
2026-04-16T07:40:43.833+05:30,1776305385154.0,1427.0,secured gold,0,bonds,True
2026-04-16T07:40:47.858+05:30,1776305385154.0,1427.0,secured gold,0,bonds,True
2026-04-16T07:40:51.727+05:30,1776305385154.0,1427.0,bon,1,bonds,False
2026-04-16T07:40:52.187+05:30,1776305385154.0,1427.0,bond,1,bonds,True
2026-04-16T07:40:52.565+05:30,1776305385154.0,1427.0,bonds,0,bonds,True
2026-04-16T07:41:29.921+05:30,1776304975898.0,1510970.0,aaa,1,bonds,False
2026-04-16T07:42:35.991+05:30,1776305312937.0,1717679.0,reg,1,bonds,False
2026-04-16T07:42:36.637+05:30,1776305312937.0,1717679.0,regr,2,bonds,True
2026-04-16T07:48:53.848+05:30,1776305312937.0,1717679.0,uni,1,bonds,False
2026-04-16T07:48:57.048+05:30,1776305312937.0,1717679.0,unif,1,bonds,True
2026-04-16T07:48:57.777+05:30,1776305312937.0,1717679.0,unifi,2,bonds,True
2026-04-16T07:49:04.813+05:30,1776305312937.0,1717679.0,unifin,1,bonds,True
2026-04-16T07:49:05.453+05:30,1776305312937.0,1717679.0,unifinz,1,bonds,True
2026-04-16T07:54:44.042+05:30,1776305943461.0,942983.0,fin,11,bonds,False
2026-04-16T07:54:44.537+05:30,1776305943461.0,942983.0,fink,7,bonds,True
2026-04-16T07:54:47.147+05:30,1776305943461.0,942983.0,finku,2,bonds,True
2026-04-16T07:54:47.78+05:30,1776305943461.0,942983.0,finkurve,6,bonds,True
2026-04-16T08:22:02.87+05:30,1776307313207.0,1790142.0,mit,4,bonds,False
2026-04-16T08:22:05.107+05:30,1776307313207.0,1790142.0,mut,1,bonds,True
2026-04-16T08:22:59.328+05:30,1776307816366.0,1790183.0,fixed,0,bonds,False
2026-04-16T08:23:01.12+05:30,1776307816366.0,1790183.0,fixed re,0,bonds,True
2026-04-16T08:23:02.378+05:30,1776307816366.0,1790183.0,fixed retu,0,bonds,True
2026-04-16T08:23:02.783+05:30,1776307816366.0,1790183.0,fixed return,0,bonds,True
2026-04-16T08:23:42.886+05:30,1776307997964.0,844945.0,mon,1,baskets,False
2026-04-16T08:23:43.436+05:30,1776307997964.0,844945.0,money,1,baskets,True
2026-04-16T08:23:44.758+05:30,1776307997964.0,844945.0,moneyb,1,baskets,True
2026-04-16T08:23:45.086+05:30,1776307997964.0,844945.0,moneybo,0,baskets,True
2026-04-16T08:23:45.839+05:30,1776307997964.0,844945.0,moneyboxx,0,baskets,True
2026-04-16T08:24:41.148+05:30,1776308051959.0,1263671.0,icl,0,bonds,False
2026-04-16T08:24:42.922+05:30,1776305937524.0,1780080.0,gov,4,bonds,False
2026-04-16T08:24:43.549+05:30,1776305937524.0,1780080.0,gover,3,bonds,True
2026-04-16T08:24:44.828+05:30,1776305937524.0,1780080.0,government,3,bonds,True
2026-04-16T08:24:46.944+05:30,1776308051959.0,1263671.0,icl,0,bonds,True
2026-04-16T08:24:47.609+05:30,1776308051959.0,1263671.0,icl f,4,bonds,True
2026-04-16T08:24:47.933+05:30,1776308051959.0,1263671.0,icl fi,3,bonds,True
2026-04-16T08:24:48.296+05:30,1776308051959.0,1263671.0,icl fin,4,bonds,True
2026-04-16T08:24:48.731+05:30,1776308051959.0,1263671.0,icl finc,3,bonds,True
2026-04-16T08:24:51.393+05:30,1776308051959.0,1263671.0,icl finco,2,bonds,True
2026-04-16T08:24:52.112+05:30,1776308051959.0,1263671.0,icl fincorp,3,bonds,True
2026-04-16T08:36:59.931+05:30,1776308778261.0,1075883.0,pfc,0,bonds,False
2026-04-16T08:37:06.458+05:30,1776308778261.0,1075883.0,naba,0,bonds,False
2026-04-16T08:37:06.63+05:30,1776308778261.0,1075883.0,nabard,0,bonds,True
2026-04-16T08:49:35.187+05:30,1776309471157.0,1493525.0,akme,2,bonds,False
2026-04-16T08:49:37.36+05:30,1776309471157.0,1493525.0,akme,0,bonds,True
2026-04-16T08:53:41.103+05:30,1776309233350.0,1790319.0,aks,1,bonds,False
2026-04-16T08:53:42.791+05:30,1776309233350.0,1790319.0,aksh,1,bonds,True
2026-04-16T08:53:43.127+05:30,1776309233350.0,1790319.0,aksha,1,bonds,True
2026-04-16T08:53:43.492+05:30,1776309233350.0,1790319.0,akshat,1,bonds,True
2026-04-16T08:53:44.401+05:30,1776309233350.0,1790319.0,aksha,1,bonds,True
2026-04-16T08:53:45.219+05:30,1776309233350.0,1790319.0,akshay,1,bonds,True
2026-04-16T08:53:45.572+05:30,1776309233350.0,1790319.0,akshay,1,bonds,True
2026-04-16T08:53:46.075+05:30,1776309233350.0,1790319.0,akshay tr,1,bonds,True
2026-04-16T08:53:47.738+05:30,1776309233350.0,1790319.0,akshay tritiya,0,bonds,True
2026-04-16T09:15:29.148+05:30,1776310990624.0,1280703.0,samm,3,bonds,False
2026-04-16T09:15:31.604+05:30,1776310990624.0,1280703.0,samma,3,bonds,True
2026-04-16T09:15:41.904+05:30,1776310990624.0,1280703.0,sammaan,2,bonds,True
2026-04-16T09:15:42.434+05:30,1776310990624.0,1280703.0,sammaan,0,bonds,True
2026-04-16T09:15:55.878+05:30,1776308863102.0,1673173.0,akm,5,bonds,False
2026-04-16T09:15:58.533+05:30,1776308863102.0,1673173.0,akme,3,bonds,True
2026-04-16T09:16:02.294+05:30,1776308863102.0,1673173.0,akme,1,bonds,True
2026-04-16T09:16:02.818+05:30,1776308863102.0,1673173.0,akme f,2,bonds,True
2026-04-16T09:16:03.988+05:30,1776308863102.0,1673173.0,akme fi,4,bonds,True
2026-04-16T09:16:04.428+05:30,1776308863102.0,1673173.0,akme fin,8,bonds,True
2026-04-16T09:16:14.308+05:30,1776308863102.0,1673173.0,akme fint,6,bonds,True
2026-04-16T09:16:14.643+05:30,1776308863102.0,1673173.0,akme fintr,4,bonds,True
2026-04-16T09:16:15.224+05:30,1776308863102.0,1673173.0,akme fintrad,0,bonds,True
2026-04-16T09:16:15.673+05:30,1776308863102.0,1673173.0,akme fintrade,1,bonds,True
2026-04-16T09:16:18.973+05:30,1776308863102.0,1673173.0,akme fintrad,0,bonds,True
2026-04-16T09:16:18.98+05:30,1776310990624.0,1280703.0,samm,3,bonds,False
2026-04-16T09:16:20.78+05:30,1776310990624.0,1280703.0,sammaa,3,bonds,True
2026-04-16T09:16:22.658+05:30,1776310990624.0,1280703.0,sammaan,2,bonds,True
2026-04-16T09:16:24.034+05:30,1776308863102.0,1673173.0,acm,4,bonds,True
2026-04-16T09:16:24.534+05:30,1776308863102.0,1673173.0,acme,1,bonds,True
2026-04-16T09:16:26.588+05:30,1776308863102.0,1673173.0,acm,4,bonds,True
2026-04-16T09:18:03.172+05:30,1776311270605.0,1790507.0,amc,1,baskets,False
2026-04-16T09:18:09.76+05:30,1776311270605.0,1790507.0,ahme,0,baskets,True
2026-04-16T09:18:14.827+05:30,1776311270605.0,1790507.0,and bond,1,baskets,True
2026-04-16T09:19:04.852+05:30,1776309523084.0,1790347.0,tax,3,bonds,False
2026-04-16T09:19:05.287+05:30,1776309523084.0,1790347.0,tax,4,bonds,True
2026-04-16T09:19:07.469+05:30,1776309523084.0,1790347.0,tax f,4,bonds,True
2026-04-16T09:19:08.689+05:30,1776309523084.0,1790347.0,tax free,1,bonds,True
2026-04-16T09:19:09.08+05:30,1776309523084.0,1790347.0,tax free,0,bonds,True
2026-04-16T09:19:12.036+05:30,1776309523084.0,1790347.0,tax free b,0,bonds,True
2026-04-16T09:19:12.528+05:30,1776309523084.0,1790347.0,tax free b9,0,bonds,True
2026-04-16T09:19:13.196+05:30,1776309523084.0,1790347.0,tax free b9n,0,bonds,True
2026-04-16T09:19:14.06+05:30,1776309523084.0,1790347.0,tax free b9nds,0,bonds,True
2026-04-16T09:19:16.566+05:30,1776309523084.0,1790347.0,tax free b9n,0,bonds,True
2026-04-16T09:19:16.952+05:30,1776309523084.0,1790347.0,tax free b9,0,bonds,True
2026-04-16T09:19:17.461+05:30,1776309523084.0,1790347.0,tax free b,0,bonds,True
2026-04-16T09:19:18.447+05:30,1776309523084.0,1790347.0,tax free bo,0,bonds,True
2026-04-16T09:19:18.898+05:30,1776309523084.0,1790347.0,tax free bon,0,bonds,True
2026-04-16T09:19:19.326+05:30,1776309523084.0,1790347.0,tax free bond,0,bonds,True
2026-04-16T09:19:19.805+05:30,1776309523084.0,1790347.0,tax free bonds,0,bonds,True
2026-04-16T09:19:57.665+05:30,1776308863102.0,1673173.0,akm,5,bonds,False
2026-04-16T09:19:57.669+05:30,1776308863102.0,1673173.0,akmm,2,bonds,True
2026-04-16T09:20:04.288+05:30,1776308863102.0,1673173.0,akm,5,bonds,True
2026-04-16T09:24:30.532+05:30,1776311560552.0,70056.0,best,1,bonds,False
2026-04-16T09:24:33.066+05:30,1776311560552.0,70056.0,bestf,1,bonds,True
2026-04-16T09:24:33.924+05:30,1776311560552.0,70056.0,bestfinan,3,bonds,True
2026-04-16T09:26:07.017+05:30,1776311560552.0,70056.0,muthoo,1,bonds,False
2026-04-16T09:26:08.782+05:30,1776311560552.0,70056.0,muthoot,1,bonds,True
2026-04-16T09:29:50.812+05:30,1776311084062.0,1438343.0,acm,3,bonds,False
2026-04-16T09:29:54.364+05:30,1776311084062.0,1438343.0,acme,0,bonds,True
2026-04-16T09:29:55.214+05:30,1776311730687.0,1746772.0,a b,0,bonds,False
2026-04-16T09:29:55.492+05:30,1776311730687.0,1746772.0,a ba,0,bonds,True
2026-04-16T09:29:57.396+05:30,1776311730687.0,1746772.0,a b,0,bonds,True
2026-04-16T09:29:58.219+05:30,1776311730687.0,1746772.0,a bo,1,bonds,True
2026-04-16T09:29:58.648+05:30,1776311730687.0,1746772.0,a bon,5,bonds,True
2026-04-16T09:29:59.672+05:30,1776311730687.0,1746772.0,a bond,4,bonds,True
2026-04-16T09:30:33.788+05:30,1776311084062.0,1438343.0,akm,4,bonds,False
2026-04-16T09:30:37.752+05:30,1776311084062.0,1438343.0,akme,2,bonds,True
2026-04-16T09:31:30.146+05:30,1776311560552.0,70056.0,spanda,4,bonds,False
2026-04-16T09:34:29.012+05:30,1776312229028.0,1697977.0,121,1,bonds,False
2026-04-16T09:39:47.269+05:30,1776312576853.0,866945.0,ugr,1,bonds,False
2026-04-16T09:39:50.191+05:30,1776312576853.0,866945.0,ugro,1,bonds,True
2026-04-16T09:39:51.987+05:30,1776312576853.0,866945.0,ugr,1,bonds,True
2026-04-16T09:39:56.699+05:30,1776312576853.0,866945.0,ugro,1,bonds,True
2026-04-16T09:39:58.299+05:30,1776312576853.0,866945.0,ugrow,0,bonds,True
2026-04-16T09:45:26.543+05:30,1776312907673.0,1152508.0,mid,0,bonds,False
2026-04-16T09:50:02.474+05:30,1776313126881.0,1790662.0,ifc,1,bonds,False
2026-04-16T09:50:02.977+05:30,1776313126881.0,1790662.0,ifci,0,bonds,True
2026-04-16T09:50:21.063+05:30,1776313126881.0,1790662.0,tata,2,bonds,False
2026-04-16T09:50:21.393+05:30,1776313126881.0,1790662.0,tata,1,bonds,True
2026-04-16T09:50:34.514+05:30,1776313126881.0,1790662.0,ifc,1,bonds,False
2026-04-16T09:52:18.135+05:30,1776312841212.0,1788882.0,t bill,0,bonds,False
2026-04-16T09:52:52.404+05:30,1776313264651.0,1031878.0,nid,2,bonds,False
2026-04-16T09:52:52.855+05:30,1776313264651.0,1031878.0,nido,2,bonds,True
2026-04-16T09:53:00.221+05:30,1776313264651.0,1031878.0,nido,3,bonds,True
2026-04-16T09:53:00.698+05:30,1776313264651.0,1031878.0,nido h,1,bonds,True
2026-04-16T09:53:01.324+05:30,1776313264651.0,1031878.0,nido hom,1,bonds,True
2026-04-16T09:53:02.031+05:30,1776313264651.0,1031878.0,nido homes,1,bonds,True
2026-04-16T09:53:33.888+05:30,1776313187454.0,1790375.0,aaa,0,bonds,False
2026-04-16T09:53:45.68+05:30,1776313240801.0,1332621.0,akm,4,bonds,False
2026-04-16T09:53:46.071+05:30,1776313240801.0,1332621.0,akme,2,bonds,True
2026-04-16T09:53:49.86+05:30,1776313240801.0,1332621.0,akme,0,bonds,True
2026-04-16T09:53:50.446+05:30,1776313240801.0,1332621.0,akme f,2,bonds,True
2026-04-16T09:53:50.801+05:30,1776313240801.0,1332621.0,akme fi,4,bonds,True
2026-04-16T09:53:52.96+05:30,1776313240801.0,1332621.0,akme fin,8,bonds,True
2026-04-16T09:53:53.642+05:30,1776313240801.0,1332621.0,akme finte,5,bonds,True
2026-04-16T10:00:19.704+05:30,1776313497399.0,1790682.0,personal loan,1,bonds,False
2026-04-16T10:04:40.921+05:30,1776314051223.0,1770667.0,sati,2,bonds,False
2026-04-16T10:04:41.234+05:30,1776314051223.0,1770667.0,satin,1,bonds,True
2026-04-16T10:08:32.117+05:30,1776313637744.0,1790694.0,sbi,0,bonds,False
2026-04-16T10:08:33.802+05:30,1776312566888.0,1785369.0,asp,1,bonds,False
2026-04-16T10:08:37.101+05:30,1776313637744.0,1790694.0,govt,1,bonds,False
2026-04-16T10:08:39.981+05:30,1776312566888.0,1785369.0,aspa,1,bonds,True
2026-04-16T10:08:40.282+05:30,1776312566888.0,1785369.0,aspar,3,bonds,True
2026-04-16T10:08:41.411+05:30,1776312566888.0,1785369.0,asparo,2,bonds,True
2026-04-16T10:12:47.413+05:30,1776314287520.0,1778190.0,nav,5,bonds,False
2026-04-16T10:12:47.805+05:30,1776314287520.0,1778190.0,navi,3,bonds,True
