context_session_id,product_category,asset_id,timestamp,user_id,anonymous_id
1778092266924,Bonds,2573,2026-05-07T00:02:36.495+05:30,935075,5c16ef73-ab18-43d7-8c29-ad02fd23b62f
1778093157356,Bonds,2235,2026-05-07T00:18:26.771+05:30,1206451,92298d24-4db4-43b0-a0f5-3ebc6d077c14
1778093253177,Bonds,2312,2026-05-07T00:24:20.153+05:30,1614775,b6a18046-7c3a-4b60-8c92-ad0572ff51e7
1778094284432,Bonds,2606,2026-05-07T00:42:42.946+05:30,771586,d6fb6362-1ae8-4354-ab3d-03bcf2a47c39
1778094284432,Bonds,2606,2026-05-07T00:44:12.006+05:30,771586,d6fb6362-1ae8-4354-ab3d-03bcf2a47c39
1778092975055,Bonds,2606,2026-05-07T00:53:42.672+05:30,1235979,74129228-7092-4530-b9a7-65dd518110ff
1778097671359,Bonds,2606,2026-05-07T01:33:04.464+05:30,1235979,74129228-7092-4530-b9a7-65dd518110ff
1778098416086,Bonds,2608,2026-05-07T01:56:44.481+05:30,1803481,4f48444c-0859-4936-afd1-602eb8c644b8
1778101276863,Bonds,2608,2026-05-07T02:32:53.832+05:30,1810124,fadd4eee-2758-474c-af79-20745ad7314f
1778100856659,Bonds,2573,2026-05-07T02:38:32.24+05:30,1792676,6618fc6a-b14d-4ade-9802-3714a168911a
1778106282317,Bonds,2235,2026-05-07T04:00:22.595+05:30,1596922,78516653-3644-4407-afe9-cb7cfe288eb3
1778107516677,Bonds,2500,2026-05-07T04:41:54.154+05:30,910201,c07c1331-29a2-4ee6-901d-85fceb230521
1778109177981,Bonds,2573,2026-05-07T04:43:58.695+05:30,1622071,e7a9c060-ddaf-4367-bc8c-31ce2a651961
1778112377563,Bonds,2579,2026-05-07T05:38:25.221+05:30,1393404,7d1fab23-0a73-472f-a9da-be81b0482a37
1778113101301,Bonds,2434,2026-05-07T05:52:45.066+05:30,1398272,bfdfa8aa-496f-446e-908e-259df64f26f5
1778113226097,Bonds,2312,2026-05-07T06:02:07.328+05:30,484237,c9a24e95-79ea-450c-a55c-208e3084df15
1778113226097,Bonds,2312,2026-05-07T06:03:01.973+05:30,484237,c9a24e95-79ea-450c-a55c-208e3084df15
