timestamp,context_session_id,user_id,query_text,clicked_asset_id,clicked_asset_name,clicked_asset_type,result_position,results_count,active_tab
2026-04-09T00:22:01.323+05:30,1775674008869.0,1771709,Days,1239,FDSRY240901,high_yield_fd,0,1,bonds
2026-04-09T00:25:00.861+05:30,1775674008869.0,1771709,7 days,1239,FDSRY240901,high_yield_fd,0,0,bonds
2026-04-09T00:42:12.835+05:30,1775675504455.0,1422777,Mut,2327,RCBMM251202,bonds,0,1,bonds
2026-04-09T01:12:48.876+05:30,1775676493600.0,1772463,Loan,2256,RLNXND251201,sdi,0,9,bonds
2026-04-09T01:20:38.28+05:30,1775677693297.0,1772486,ifl,2222,RCBIFL251101,bonds,0,3,bonds
2026-04-09T02:17:52.613+05:30,1775681256563.0,844628,InvIT,1292,FDUNT240901,high_yield_fd,0,1,bonds
2026-04-09T03:56:21.506+05:30,1775686922003.0,1772595,Loan ,2268,RGSEC251202,bonds,0,7,bonds
2026-04-09T03:58:01.053+05:30,1775687030974.0,1772596,Invit,1292,FDUNT240901,high_yield_fd,0,1,bonds
2026-04-09T04:36:00.13+05:30,1775689136283.0,1772606,Loan,2256,RLNXND251201,sdi,0,9,bonds
2026-04-09T04:37:22.87+05:30,1775689546722.0,1772573,Personal loan,2499,RCBPSL260301,bonds,0,1,bonds
2026-04-09T05:51:10.376+05:30,1775693525412.0,1054397,ISIN,2438,RCBNF260202,bonds,1,0,sdi
2026-04-09T05:52:24.444+05:30,1775693525412.0,1054397,Indel,2280,RCBLK251201,bonds,1,2,sdi
2026-04-09T06:44:19.444+05:30,1775697252965.0,1772666,Gold,2539,RCBIM260302,bonds,0,1,baskets
2026-04-09T08:41:20.483+05:30,1775704200492.0,1770123,Satin,2462,RCBSFL260301,bonds,0,1,bonds
2026-04-09T08:49:32.308+05:30,1775703553107.0,1008065,Nav,2256,RLNXND251201,sdi,1,6,bonds
2026-04-09T09:10:48.965+05:30,1775704103345.0,1198569,Inde,2500,RCBIM260301,bonds,0,4,bonds
2026-04-09T09:18:35.637+05:30,1775706176326.0,1646578,Indel,2500,RCBIM260301,bonds,0,1,bonds
2026-04-09T09:37:29.904+05:30,1775706683370.0,1719046,1000,2365,RLNXAK260101,sdi,0,1,highyieldfd
2026-04-09T09:37:31.415+05:30,1775707612786.0,1118197,nav,2540,RCBNF260401,bonds,0,1,baskets
2026-04-09T09:39:02.365+05:30,1775707733778.0,451296,Akme,2368,RCBAK260101,bonds,0,3,bonds
2026-04-09T09:39:06.734+05:30,1775707731019.0,768025,akme,2368,RCBAK260101,bonds,0,3,bonds
2026-04-09T10:26:04.428+05:30,1775709590598.0,415762,Krax,2271,RCBKB251203,bonds,0,2,bonds
