context_session_id,product_category,asset_id,timestamp,user_id,anonymous_id
1777489761479,Bonds,1694,2026-04-30T00:52:50.552+05:30,1197663,f3f69e23-39d6-4ccc-a297-6cc2d50de6e4
1777492803975,Bonds,2606,2026-04-30T01:31:55.302+05:30,842747,5b05b298-9a6b-4d1a-8262-186625d8628f
1777502020967,Bonds,2606,2026-04-30T04:04:30.367+05:30,740716,0cfe09c5-1147-4e8e-b23b-536dbcee8c55
1777506382599,Bonds,2608,2026-04-30T05:29:55.773+05:30,1791426,c0817975-6e27-46e5-833b-3fe771d279b3
1777507163588,Bonds,1577,2026-04-30T05:33:57.545+05:30,1731965,583ea6fb-116f-4db3-b0db-698cdcb1ee69
1777507896454,Bonds,2369,2026-04-30T05:43:15.959+05:30,823166,4bef5bc5-96ae-44bd-973d-48ee0bd3ce4f
1777512580290,Bonds,2318,2026-04-30T07:00:31.451+05:30,1321974,13e2c478-902f-4809-8965-2962b2761682
1777512877016,Bonds,2297,2026-04-30T07:12:55.809+05:30,484237,c9a24e95-79ea-450c-a55c-208e3084df15
1777513010458,Bonds,2564,2026-04-30T07:23:30.636+05:30,61212,a44714dc-3f3e-438f-ac9c-a51bbb4e2a42
1777514634818,Bonds,1694,2026-04-30T07:56:40.235+05:30,1171961,ba3fff58-9cbc-4b9c-ad92-4aacbcd6f75d
1777516216396,Bonds,2573,2026-04-30T08:01:24.718+05:30,1668039,044e27fc-7f6d-4099-9e35-99ce4b78af1b
1777516807425,Bonds,2573,2026-04-30T08:10:57.642+05:30,921673,5d2cd20d-037d-4a16-8bf3-5ea0f165aad9
1777517256006,Bonds,2584,2026-04-30T08:21:39.846+05:30,1804845,c29b1669-6bdb-4d3f-b9ad-38204cb03fc5
1777517324887,Bonds,2564,2026-04-30T08:22:25.969+05:30,1131882,0ea2a58e-3796-4d4a-9c88-14ea828891c5
1777520721504,Bonds,2573,2026-04-30T09:16:15.317+05:30,1667209,23f91cf6-ccf6-48c2-9110-efa9a180b212
1777520721504,Bonds,2564,2026-04-30T09:17:56.147+05:30,1667209,23f91cf6-ccf6-48c2-9110-efa9a180b212
1777522178278,Bonds,2471,2026-04-30T09:40:42.848+05:30,1171961,ba3fff58-9cbc-4b9c-ad92-4aacbcd6f75d
1777522178278,Bonds,1694,2026-04-30T09:45:27.943+05:30,1171961,ba3fff58-9cbc-4b9c-ad92-4aacbcd6f75d
1777523390064,Bonds,2608,2026-04-30T10:00:10.552+05:30,912634,3d011cb6-b01d-4937-a5b6-8adb73097291
1777523831209,Bonds,2608,2026-04-30T10:07:31.299+05:30,1148175,6ab67d84-9210-45ec-a2f2-00c3c50c4fb9
1777523825581,Bonds,2564,2026-04-30T10:07:44.137+05:30,1248393,54d35d3b-f88f-4294-9941-54f921164865
1777523924816,Bonds,2422,2026-04-30T10:16:16.382+05:30,1716826,929a9e78-e334-4f85-af46-4129f0e92c6f
1777524402576,Bonds,2606,2026-04-30T10:16:56.246+05:30,514087,5a9d8d29-16bb-494c-8ad3-4a60936353ac
1777524778801,Bonds,2310,2026-04-30T10:23:39.427+05:30,1366586,ae4b17e7-6022-4297-a306-ac82b0337bc1
1777524791456,Bonds,2297,2026-04-30T10:26:01.945+05:30,352,2572432e-11e7-4958-bb61-34ca48012556
1777525217155,Bonds,2596,2026-04-30T10:36:51.36+05:30,1590834,c64f5466-6838-4d8a-bde9-a9ced5900293
1777525931489,Bonds,2573,2026-04-30T10:43:37.55+05:30,1200727,ae58e7b9-f66f-400b-95ad-cd782d95d67f
1777526330307,Bonds,2608,2026-04-30T10:51:27.812+05:30,1715971,f433b02e-7632-4bf8-a65e-28f2708ad480
1777525602410,Bonds,2528,2026-04-30T10:54:17.842+05:30,1367614,ce282e07-392d-4f1f-8ad5-568d06eb01f6
1777526921172,Bonds,2297,2026-04-30T11:01:18.842+05:30,967040,21a5960c-4e73-4ed3-a47a-eb19b243c1cd
1777526920978,Bonds,2608,2026-04-30T11:05:52.955+05:30,637193,aa310e64-a060-4c92-aabb-7e9dc0821d69
1777528225783,Bonds,2581,2026-04-30T11:21:08.776+05:30,1571998,72e8e656-244f-4fc9-b0a2-c215f10f8f8f
1777528110192,Bonds,2310,2026-04-30T11:39:08.753+05:30,879161,fe0ee886-b8c7-43e6-b1de-8581fc136e4e
1777529757885,Bonds,2564,2026-04-30T11:46:43.136+05:30,1685651,e76e1b1f-8118-41da-b8da-fc9cf6f8fc3e
1777530429324,Bonds,2438,2026-04-30T11:58:47.546+05:30,520495,4ad6b237-20e7-42ab-80e5-131d0d3daab3
1777530754804,Bonds,2500,2026-04-30T12:04:32.887+05:30,1236829,9daa5d41-87d6-483a-beae-ee43a1342b47
1777530118431,Bonds,2423,2026-04-30T12:20:17.531+05:30,290999,90f282a2-41bf-4bdf-841e-7a8cbf40aac3
1777532114510,Bonds,2499,2026-04-30T12:28:10.873+05:30,1343277,5cc5a398-0570-4f7d-8dc8-98e8b0025a54
1777532999447,Bonds,2573,2026-04-30T12:42:57.965+05:30,1404940,7db62aa5-ff53-4f94-a7f9-4e4a9163fee7
1777533532553,Basket,2570,2026-04-30T12:51:18.187+05:30,119507,0203b97c-a323-4402-bd0e-570e8b82abd1
1777532098314,Bonds,2606,2026-04-30T12:58:22.201+05:30,588069,96ae74aa-e812-4612-9b5e-e0305442fa04
1777534279915,Bonds,2528,2026-04-30T13:02:15.495+05:30,1330052,debde5f2-6057-40c3-aaa8-9e7e4f3b463c
1777536193426,Bonds,2564,2026-04-30T13:43:59.351+05:30,1036599,830e0b07-bb8d-404a-b8af-c584728a26a1
1777535693072,Bonds,1694,2026-04-30T13:54:34.601+05:30,1507480,8a342aec-9fe8-415a-9c7a-16e0ffc6c96e
1777537349596,Bonds,2606,2026-04-30T13:57:23.249+05:30,1371045,f838e511-8b1c-43d1-a2f4-581b7eea38fa
1777537636192,Bonds,2573,2026-04-30T13:59:33.491+05:30,548283,5318283b-528e-4d9a-89eb-22a9c195269a
1777537636192,Bonds,2573,2026-04-30T14:00:32.161+05:30,548283,5318283b-528e-4d9a-89eb-22a9c195269a
1777537636192,Bonds,2573,2026-04-30T14:01:13.977+05:30,548283,5318283b-528e-4d9a-89eb-22a9c195269a
1777537451172,Bonds,2297,2026-04-30T14:02:39.794+05:30,1562983,5e7cfdcb-e20f-43ac-8fc8-e11fe96e6075
1777537451172,Bonds,2297,2026-04-30T14:04:42.426+05:30,1562983,5e7cfdcb-e20f-43ac-8fc8-e11fe96e6075
1777537451172,Bonds,2297,2026-04-30T14:15:07.176+05:30,1562983,5e7cfdcb-e20f-43ac-8fc8-e11fe96e6075
1777538982937,Bonds,2499,2026-04-30T14:22:40.924+05:30,1436346,6c6e319d-f9fc-4a5b-90bd-1a008c8682f4
1777540080090,Bonds,2608,2026-04-30T14:38:27.464+05:30,1148175,6ab67d84-9210-45ec-a2f2-00c3c50c4fb9
1777540880660,Bonds,2394,2026-04-30T14:52:19.097+05:30,443108,8e0cede2-f3f1-47f3-826d-6898ca87caa7
1777541416122,Bonds,2310,2026-04-30T15:01:58.228+05:30,314109,8e0b99e3-73a2-48e0-881f-b09af669026a
1777542133740,Bonds,2608,2026-04-30T15:13:14.973+05:30,933907,ee67762c-3632-467e-bffc-7e337774c01b
1777542188513,Bonds,2606,2026-04-30T15:13:27.89+05:30,726596,e7e55bd1-60ab-4746-b884-4fc363babe3b
