anonymous_id,user_id,context_session_id,investment_amount,timestamp,product_category,mf_investment_type,asset_id,infinite
b03cb5e8-be23-4c8b-bd2f-3c589bab126a,1712740,1776882617387.0,3994,2026-04-23T00:00:54.751+05:30,Corporate Bonds,,2586,eligible
b03cb5e8-be23-4c8b-bd2f-3c589bab126a,1712740,1776882617387.0,3994,2026-04-23T00:01:48.619+05:30,Corporate Bonds,,2586,eligible
9076ad3a-0184-49d5-b302-a0320d29cfde,1787395,1776881042575.0,90976,2026-04-23T00:02:37.15+05:30,Corporate Bonds,,2438,eligible
95ee9449-1785-401a-af4b-4c32adbf8af5,1044745,1776881510792.0,99661,2026-04-23T00:03:20.918+05:30,Corporate Bonds,,2318,not eligible
0b4c554c-8cff-41d4-b321-3fc8c8a6a738,1638261,1776876121774.0,402059,2026-04-23T00:04:02.986+05:30,Corporate Bonds,,2394,eligible
0b4c554c-8cff-41d4-b321-3fc8c8a6a738,1638261,1776876121774.0,100514,2026-04-23T00:05:34.651+05:30,Corporate Bonds,,2394,eligible
79679acd-4bd6-4351-9eec-529698b57023,740952,1776882249181.0,50542,2026-04-23T00:05:50.831+05:30,Corporate Bonds,,2438,eligible
b03cb5e8-be23-4c8b-bd2f-3c589bab126a,1712740,1776882617387.0,5386,2026-04-23T00:05:58.75+05:30,Corporate Bonds,,2497,not eligible
0b4c554c-8cff-41d4-b321-3fc8c8a6a738,1638261,1776876121774.0,201029,2026-04-23T00:08:29.04+05:30,Corporate Bonds,,2394,eligible
33913e35-3759-404d-822a-07343caf6a5b,1805688,1776881450797.0,681,2026-04-23T00:08:35.145+05:30,Corporate Bonds,,2477,not eligible
0b4c554c-8cff-41d4-b321-3fc8c8a6a738,1638261,1776876121774.0,100514,2026-04-23T00:08:36.05+05:30,Corporate Bonds,,2394,eligible
093b4c91-4349-429a-902e-5c9af570ce1a,1754487,1776883005790.0,15058,2026-04-23T00:08:52.323+05:30,Corporate Bonds,,2582,not eligible
093b4c91-4349-429a-902e-5c9af570ce1a,1754487,1776883005790.0,15058,2026-04-23T00:09:20.083+05:30,Corporate Bonds,,2582,not eligible
33913e35-3759-404d-822a-07343caf6a5b,1805688,1776881450797.0,99708,2026-04-23T00:11:51.95+05:30,Corporate Bonds,,2505,eligible
5305f5af-fc9a-4e3f-a656-ebf1fe8cbb36,1456161,1776882848697.0,199417,2026-04-23T00:12:14.305+05:30,Corporate Bonds,,2505,eligible
9f43e902-e34e-4135-a597-6c1f241e9fae,1749449,1776879664367.0,102704,2026-04-23T00:13:31.713+05:30,Corporate Bonds,,2581,not eligible
0b4c554c-8cff-41d4-b321-3fc8c8a6a738,1638261,1776876121774.0,100514,2026-04-23T00:18:28.783+05:30,Corporate Bonds,,2394,eligible
75079b68-5290-4bc9-88eb-f468dfac3f7d,1778484,1776883701674.0,9981,2026-04-23T00:22:07.121+05:30,Corporate Bonds,,2528,eligible
093b4c91-4349-429a-902e-5c9af570ce1a,1754487,1776883005790.0,15793,2026-04-23T00:23:01.81+05:30,Corporate Bonds,,2560,not eligible
93e7f325-bd57-44cf-8a8c-89654abcf60a,1776420,1776882871700.0,53865,2026-04-23T00:24:37.941+05:30,Corporate Bonds,,2497,not eligible
75079b68-5290-4bc9-88eb-f468dfac3f7d,1778484,1776883701674.0,9970,2026-04-23T00:27:06.992+05:30,Corporate Bonds,,2505,eligible
59c4f160-0e55-4700-954d-f083c22ce312,41698,1776884006871.0,4992,2026-04-23T00:35:55.564+05:30,Corporate Bonds,,2586,eligible
59c4f160-0e55-4700-954d-f083c22ce312,41698,1776884006871.0,4992,2026-04-23T00:36:25.335+05:30,Corporate Bonds,,2586,eligible
59c4f160-0e55-4700-954d-f083c22ce312,41698,1776884006871.0,4992,2026-04-23T00:36:34.1+05:30,Corporate Bonds,,2586,eligible
59c4f160-0e55-4700-954d-f083c22ce312,41698,1776884006871.0,5264,2026-04-23T00:36:51.944+05:30,Corporate Bonds,,2560,not eligible
7d18bf97-60ef-4fa6-988a-4e9bc8a85bc2,1141732,1776884721828.0,99001,2026-04-23T00:36:52.702+05:30,Corporate Bonds,,2506,eligible
41cc814e-8f94-471e-8d04-68ce50e38196,411943,1776884740957.0,9981,2026-04-23T00:37:40.682+05:30,Corporate Bonds,,2528,eligible
59c4f160-0e55-4700-954d-f083c22ce312,41698,1776884006871.0,10528,2026-04-23T00:37:45.822+05:30,Corporate Bonds,,2560,not eligible
485611f6-7ec0-4272-a62e-e2f0fa755448,1805753,1776883654144.0,3056,2026-04-23T00:38:15.946+05:30,Corporate Bonds,,1217,not eligible
7d18bf97-60ef-4fa6-988a-4e9bc8a85bc2,1141732,1776884721828.0,98922,2026-04-23T00:38:38.196+05:30,Corporate Bonds,,2500,eligible
7d18bf97-60ef-4fa6-988a-4e9bc8a85bc2,1141732,1776884721828.0,98922,2026-04-23T00:38:43.271+05:30,Corporate Bonds,,2500,eligible
75079b68-5290-4bc9-88eb-f468dfac3f7d,1778484,1776883701674.0,9896,2026-04-23T00:40:22.107+05:30,Corporate Bonds,,2573,eligible
485611f6-7ec0-4272-a62e-e2f0fa755448,1805753,1776883654144.0,9985,2026-04-23T00:42:26.325+05:30,Corporate Bonds,,1217,not eligible
59c4f160-0e55-4700-954d-f083c22ce312,41698,1776884006871.0,5380,2026-04-23T00:43:02.309+05:30,Corporate Bonds,,2459,not eligible
41cc814e-8f94-471e-8d04-68ce50e38196,411943,1776884740957.0,9896,2026-04-23T00:43:19.138+05:30,Corporate Bonds,,2573,eligible
e631d10c-cb0a-467a-b995-697341340434,1805775,1776884331738.0,16159,2026-04-23T00:43:28.917+05:30,Corporate Bonds,,2497,not eligible
a9656449-6b58-45e9-85d6-dbaab66ce196,1775497,1776884962270.0,1997,2026-04-23T00:44:13.397+05:30,Corporate Bonds,,2586,eligible
e631d10c-cb0a-467a-b995-697341340434,1805775,1776884331738.0,5386,2026-04-23T00:44:29.11+05:30,Corporate Bonds,,2497,not eligible
4e3e69e2-c40a-4aaa-8b18-b12a996dadab,608665,1776885159100.0,198002,2026-04-23T00:44:43.666+05:30,Corporate Bonds,,2506,eligible
a9656449-6b58-45e9-85d6-dbaab66ce196,1775497,1776884962270.0,1997,2026-04-23T00:44:50.444+05:30,Corporate Bonds,,2586,eligible
0aea6b50-2ec2-4f6c-849b-60d94240732e,736448,1776883631325.0,50047,2026-04-23T00:50:16.343+05:30,Corporate Bonds,,2388,eligible
0aea6b50-2ec2-4f6c-849b-60d94240732e,736448,1776883631325.0,49572,2026-04-23T00:52:01.251+05:30,Corporate Bonds,,2564,eligible
485611f6-7ec0-4272-a62e-e2f0fa755448,1805753,1776883654144.0,1010856,2026-04-23T00:55:02.564+05:30,Corporate Bonds,,2438,eligible
861cd345-f896-465a-a17c-f3dfeb4d2ade,1697250,1776885741842.0,100024,2026-04-23T00:59:18.395+05:30,Corporate Bonds,,2456,eligible
75079b68-5290-4bc9-88eb-f468dfac3f7d,1778484,1776883701674.0,9960,2026-04-23T00:59:55.128+05:30,Corporate Bonds,,2566,eligible
0b4c554c-8cff-41d4-b321-3fc8c8a6a738,1638261,1776876121774.0,100514,2026-04-23T01:02:17.686+05:30,Corporate Bonds,,2394,eligible
f01e1e0b-ae93-4987-b5a0-3112274f96a2,1645159,1776885779540.0,29912,2026-04-23T01:02:21.62+05:30,Corporate Bonds,,2505,eligible
55c3aea0-9598-49b2-855a-80bfe7133dec,1032019,1776886386703.0,998663,2026-04-23T01:08:58.405+05:30,Corporate Bonds,,2584,eligible
75079b68-5290-4bc9-88eb-f468dfac3f7d,1778484,1776883701674.0,9981,2026-04-23T01:17:54.197+05:30,Corporate Bonds,,2528,eligible
75079b68-5290-4bc9-88eb-f468dfac3f7d,1778484,1776883701674.0,9914,2026-04-23T01:21:16.277+05:30,Corporate Bonds,,2564,eligible
59b78dcc-d0d1-4a63-a71c-8c6bdd5042e2,1697250,1776886619647.0,100024,2026-04-23T01:21:34.131+05:30,Corporate Bonds,,2456,eligible
1f6423dc-21f5-4857-84d0-c19cee519986,258705,1776887963731.0,19829,2026-04-23T01:30:20.973+05:30,Corporate Bonds,,2564,eligible
6d345289-7db2-4356-901d-334f71603ed4,1699341,1776888150904.0,49572,2026-04-23T01:36:40.473+05:30,Corporate Bonds,,2564,eligible
9aa83eaf-387d-4b78-b1c3-f6e62903394b,1583830,1776887848033.0,904633,2026-04-23T01:42:42.064+05:30,Corporate Bonds,,2394,eligible
9aa83eaf-387d-4b78-b1c3-f6e62903394b,1780111,1776888877597.0,1407207,2026-04-23T01:45:01.008+05:30,Corporate Bonds,,2394,eligible
9aa83eaf-387d-4b78-b1c3-f6e62903394b,1780111,1776888877597.0,1407207,2026-04-23T01:46:08.027+05:30,Corporate Bonds,,2394,eligible
ebd21023-4ac2-4403-a897-b10e85943607,35748,1776888229984.0,108485,2026-04-23T01:56:17.331+05:30,Corporate Bonds,,2462,eligible
f0df46bf-2da3-48c9-bc33-01e65e3b80f8,1146263,1776889623669.0,9937,2026-04-23T01:57:51.356+05:30,Corporate Bonds,,2393,eligible
9aa83eaf-387d-4b78-b1c3-f6e62903394b,1780111,1776888877597.0,158633,2026-04-23T01:59:05.962+05:30,Corporate Bonds,,2564,eligible
ce8b91df-3ecd-4d0b-b2de-6ab12a2f93e8,1805893,1776890156726.0,99001,2026-04-23T02:17:05.218+05:30,Corporate Bonds,,2506,eligible
ce8b91df-3ecd-4d0b-b2de-6ab12a2f93e8,1805893,1776890156726.0,100000,2026-04-23T02:21:46.121+05:30,High Yield FDs,,1095,not eligible
a1041ebe-3107-48db-9f3e-89280c892860,715100,1776892426127.0,9914,2026-04-23T02:44:44.03+05:30,Corporate Bonds,,2564,not eligible
b8690310-e99d-4cf8-bb60-01783762363e,1805897,1776890640201.0,76193,2026-04-23T02:45:14.749+05:30,Corporate Bonds,,2434,not eligible
67cae4aa-0d6d-4154-8654-0ee38345914b,1805914,1776892440385.0,1971,2026-04-23T02:49:36.095+05:30,Corporate Bonds,,2104,eligible
