timestamp,context_session_id,user_id,asset_id,asset_name,item_position,suggestion_type,suggestion_count,active_tab
2026-04-09T00:11:57.676+05:30,1775672901603,1770277,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-09T00:34:17.534+05:30,1775673743439,1772393,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-09T01:13:53.656+05:30,1775676493600,1772463,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-09T02:46:19.045+05:30,1775680752890,1727532,2506,Best Capital Mar'29,1,top_ytm,3,highyieldfd
2026-04-09T03:09:11.585+05:30,1775683911747,1772573,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T08:48:37.375+05:30,1775704623252,1053603,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T12:06:12.485+05:30,1775715317112,1093148,2539,Indel Money April'28,2,top_ytm,3,bonds
2026-04-09T14:30:00.509+05:30,1775724737294,1773857,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-09T16:47:48.298+05:30,1775732260230,1774146,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T18:13:33.299+05:30,1775735575624,1596978,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T18:57:27.37+05:30,1775740921653,709060,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T20:02:13.862+05:30,1775745121323,1725198,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T22:10:49.418+05:30,1775751822190,1650715,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T22:20:16.65+05:30,1775753407097,805520,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-09T22:21:19.55+05:30,1775753407097,805520,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-09T22:21:25.752+05:30,1775753407097,805520,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-09T22:32:29.478+05:30,1775752106259,1774206,2456,Unifinz Capital May'27,2,top_ytm,3,highyieldfd
2026-04-09T22:39:31.915+05:30,1775753989726,955566,2290,Akara Capitals May'27,3,top_ytm,3,bonds
2026-04-10T05:32:34.159+05:30,1775779246985,1168306,2197,Lucina Jan'29,1,top_ytm,3,bonds
2026-04-10T06:43:23.162+05:30,1775783162274,34176,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
2026-04-10T06:43:50.332+05:30,1775783162274,34176,2456,Unifinz Capital May'27,2,top_ytm,3,bonds
2026-04-10T06:44:02.026+05:30,1775783162274,34176,2541,Regency Fincorp June'27,3,top_ytm,3,bonds
