user_id,timestamp,asset_id,product_category
1962189,2026-06-20T17:46:52.373+05:30,2607,Corporate Bonds
1932204,2026-06-21T00:27:03.35+05:30,2656,Corporate Bonds
1378410,2026-06-22T11:36:42.405+05:30,2655,Corporate Bonds
418224,2026-06-20T20:33:34.917+05:30,2665,Corporate Bonds
886834,2026-06-20T20:19:18.534+05:30,2655,Corporate Bonds
1641535,2026-06-23T17:23:04.61+05:30,2745,Corporate Bonds
759224,2026-06-19T04:20:51.412+05:30,2742,XCase
22048,2026-06-18T19:41:33.948+05:30,2633,XCase
889821,2026-06-21T23:50:27.05+05:30,2647,XCase
1960620,2026-06-20T07:55:09.706+05:30,2607,Corporate Bonds
235487,2026-06-22T15:19:49.198+05:30,2608,Corporate Bonds
1925351,2026-06-21T13:25:24.226+05:30,2650,Corporate Bonds
1815603,2026-06-22T10:51:03.212+05:30,2650,Corporate Bonds
458822,2026-06-22T11:23:29.7+05:30,2747,Corporate Bonds
1408733,2026-06-20T00:02:38.946+05:30,2650,Corporate Bonds
1842334,2026-06-22T20:35:04.963+05:30,1239,High Yield FDs
891611,2026-06-20T08:40:41.313+05:30,2621,Corporate Bonds
1866453,2026-06-19T20:28:02.383+05:30,2650,Corporate Bonds
1631579,2026-06-22T00:03:19.698+05:30,2665,Corporate Bonds
1948363,2026-06-22T17:55:45.967+05:30,2676,Corporate Bonds
1065626,2026-06-22T13:07:01.36+05:30,2664,XCase
1943415,2026-06-22T10:55:16.197+05:30,2639,Corporate Bonds
1964330,2026-06-21T16:22:56.19+05:30,2626,Corporate Bonds
1357794,2026-06-19T16:29:45.276+05:30,2604,Corporate Bonds
1490775,2026-06-22T11:23:32.369+05:30,2747,Corporate Bonds
556524,2026-06-22T12:49:41.209+05:30,2527,Corporate Bonds
1270502,2026-06-19T18:39:56.836+05:30,2639,Corporate Bonds
122282,2026-06-19T06:19:24.751+05:30,2650,Corporate Bonds
1621037,2026-06-23T12:10:52.149+05:30,2745,Corporate Bonds
1396425,2026-06-18T15:59:47.133+05:30,2665,Corporate Bonds
1968977,2026-06-23T16:03:24.043+05:30,2579,Corporate Bonds
1739493,2026-06-22T16:08:57.805+05:30,2422,Corporate Bonds
1877573,2026-06-19T13:26:38.128+05:30,2433,Corporate Bonds
5823,2026-06-18T11:08:02.393+05:30,2686,Corporate Bonds
1938466,2026-06-23T00:37:41.27+05:30,2656,Corporate Bonds
1464345,2026-06-18T00:51:47.323+05:30,2540,Corporate Bonds
1854948,2026-06-21T08:26:47.096+05:30,2422,Corporate Bonds
1556842,2026-06-21T00:30:45.078+05:30,2704,Corporate Bonds
887738,2026-06-21T08:05:25.123+05:30,2438,Corporate Bonds
20110,2026-06-18T18:26:28.69+05:30,2727,Mutual Funds
1370372,2026-06-20T11:53:24.815+05:30,1239,High Yield FDs
859820,2026-06-20T10:43:31.585+05:30,2607,Corporate Bonds
1716283,2026-06-22T12:15:10.718+05:30,2665,Corporate Bonds
1443072,2026-06-23T10:56:34.364+05:30,2562,Corporate Bonds
1101163,2026-06-22T09:37:30.075+05:30,2608,Corporate Bonds
1565297,2026-06-23T14:51:48.105+05:30,2665,Corporate Bonds
25519,2026-06-23T18:43:16.674+05:30,2714,Corporate Bonds
215055,2026-06-19T12:58:58.692+05:30,2012,Corporate Bonds
1690581,2026-06-21T13:57:33.313+05:30,2626,Corporate Bonds
891123,2026-06-21T17:44:23.375+05:30,2431,Corporate Bonds
408334,2026-06-19T10:06:33.518+05:30,2608,Corporate Bonds
1187655,2026-06-22T09:25:09.465+05:30,2656,Corporate Bonds
1960499,2026-06-20T05:28:37.719+05:30,2607,Corporate Bonds
1961589,2026-06-20T14:22:08.473+05:30,2116,Corporate Bonds
1850706,2026-06-21T03:10:21.952+05:30,2666,Corporate Bonds
458822,2026-06-22T11:21:26.408+05:30,2747,Corporate Bonds
419912,2026-06-19T22:33:48.146+05:30,2715,Corporate Bonds
445625,2026-06-20T11:58:39.912+05:30,2650,Corporate Bonds
903878,2026-06-19T10:55:18.111+05:30,2650,Corporate Bonds
1915229,2026-06-20T14:21:17.522+05:30,2608,Corporate Bonds
1956228,2026-06-19T11:52:17.271+05:30,1239,High Yield FDs
1956659,2026-06-19T14:59:03.751+05:30,2607,Corporate Bonds
1406013,2026-06-18T22:15:58.25+05:30,2527,Corporate Bonds
1636328,2026-06-21T08:40:21.8+05:30,2650,Corporate Bonds
1951859,2026-06-20T22:03:22.88+05:30,2733,Corporate Bonds
790794,2026-06-18T23:13:35.204+05:30,2733,Corporate Bonds
1533529,2026-06-18T14:08:54.625+05:30,2686,Corporate Bonds
1967910,2026-06-23T07:22:12.429+05:30,2650,Corporate Bonds
