anonymous_id,user_id,context_session_id,investment_amount,timestamp,product_category,mf_investment_type,asset_id,infinite
062fdcf5-2d92-4149-b08f-7f0b366a375e,1277622,1777487379596.0,0.0,2026-04-30T00:05:34.849+05:30,XCase,,2613,not eligible
90998d06-54a6-45c9-9ccd-83983e880a5b,1522985,1777487998045.0,1492524.0,2026-04-30T00:10:10.177+05:30,Corporate Bonds,,2606,eligible
817e10e6-7b13-4c27-9adb-0306829071ec,1396803,1777487707394.0,49646.0,2026-04-30T00:12:57.441+05:30,Corporate Bonds,,2573,eligible
ea81a013-0ece-47c9-8070-d6a4dac0fd19,710941,1777488152099.0,98634.0,2026-04-30T00:16:32.758+05:30,Corporate Bonds,,2564,eligible
ea81a013-0ece-47c9-8070-d6a4dac0fd19,710941,1777488152099.0,986341.0,2026-04-30T00:16:40.087+05:30,Corporate Bonds,,2564,eligible
19e6d276-5c55-483c-bd72-bbd26995feca,1824222,1777487430153.0,1080.0,2026-04-30T00:16:43.856+05:30,Corporate Bonds,,2597,not eligible
ab9bdb4d-9374-46a7-9e00-b3efb4ff2a6d,974559,1777488367851.0,50000.0,2026-04-30T00:17:34.072+05:30,High Yield FDs,,1095,not eligible
9422a171-14b6-42ab-9bf5-f80885ff44c1,1810192,1777488572137.0,49170.0,2026-04-30T00:19:58.463+05:30,Corporate Bonds,,2506,eligible
f25cbd18-3adf-4b07-a625-8825eed87c3d,1737891,1777488649576.0,98.0,2026-04-30T00:21:25.756+05:30,Corporate Bonds,,2597,not eligible
f25cbd18-3adf-4b07-a625-8825eed87c3d,1737891,1777488649576.0,98.0,2026-04-30T00:22:45.271+05:30,Corporate Bonds,,2597,not eligible
ed61294c-18b8-40e9-b11c-db38627b6ff9,1442073,1777487102792.0,98634.0,2026-04-30T00:23:23.32+05:30,Corporate Bonds,,2564,eligible
ed61294c-18b8-40e9-b11c-db38627b6ff9,1442073,1777487102792.0,98634.0,2026-04-30T00:23:24.842+05:30,Corporate Bonds,,2564,eligible
ed61294c-18b8-40e9-b11c-db38627b6ff9,1442073,1777487102792.0,49317.0,2026-04-30T00:24:25.105+05:30,Corporate Bonds,,2564,eligible
9422a171-14b6-42ab-9bf5-f80885ff44c1,1810192,1777488572137.0,198500.0,2026-04-30T00:25:32.401+05:30,Corporate Bonds,,2308,eligible
f25cbd18-3adf-4b07-a625-8825eed87c3d,1737891,1777488649576.0,98.0,2026-04-30T00:25:34.841+05:30,Corporate Bonds,,2597,not eligible
7db62aa5-ff53-4f94-a7f9-4e4a9163fee7,1404940,1777488312955.0,49760.0,2026-04-30T00:26:44.317+05:30,Corporate Bonds,,2608,eligible
f25cbd18-3adf-4b07-a625-8825eed87c3d,1737891,1777488649576.0,98.0,2026-04-30T00:28:33.158+05:30,Corporate Bonds,,2597,not eligible
f25cbd18-3adf-4b07-a625-8825eed87c3d,1737891,1777488649576.0,98.0,2026-04-30T00:30:08.531+05:30,Corporate Bonds,,2597,not eligible
7e4279f7-629b-468e-ba10-0cd6ff0b3f87,1824260,1777489348400.0,197629.0,2026-04-30T00:38:24.603+05:30,Corporate Bonds,,2446,eligible
