timestamp,context_session_id,user_id,asset_id,asset_name,item_position,suggestion_type,suggestion_count,active_tab
2026-04-16T03:15:19.465+05:30,1776289375423,1749328,2505,Best Capital Mar'29,1,top_ytm,3,highyieldfd
2026-04-16T05:12:03.174+05:30,1776296206782,1789760,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T05:21:44.228+05:30,1776296549827,1789760,2446,Keertana Finserv Oct'28,3,top_ytm,3,sdi
2026-04-16T06:24:09.018+05:30,1776300386557,1789811,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T07:41:51.121+05:30,1776304975898,1510970,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T08:25:33.389+05:30,1776305937524,1780080,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T08:48:43.042+05:30,1776308878011,977890,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T09:53:44.723+05:30,1776313187454,1790375,2412,Akme Dec'28,1,top_ytm,3,bonds
2026-04-16T11:01:25.431+05:30,1776317456397,86882,2254,Akara Capitals May'27,2,top_ytm,3,bonds
2026-04-16T13:02:19.739+05:30,1776323838398,1791335,2445,Keertana Finserv Oct'28,2,top_ytm,3,bonds
2026-04-16T14:02:49.708+05:30,1776328339610,1447809,2412,Akme Dec'28,1,top_ytm,3,baskets
2026-04-16T14:03:00.39+05:30,1776328339610,1447809,2412,Akme Dec'28,1,top_ytm,3,baskets
2026-04-16T14:50:13.628+05:30,1776330985982,1626356,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T16:18:41.623+05:30,1776336426728,267903,2446,Keertana Finserv Oct'28,3,top_ytm,3,bonds
2026-04-16T17:18:22.39+05:30,1776339817064,1791145,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T17:30:40.178+05:30,1776339797117,1792032,2528,DAR Credit Sep'28,3,top_ytm,3,bonds
2026-04-16T17:57:33.714+05:30,1776341178419,1792092,2506,Best Capital Mar'29,1,top_ytm,3,highyieldfd
2026-04-16T19:12:14.423+05:30,1776346611391,1790700,2528,DAR Credit Sep'28,3,top_ytm,3,bonds
2026-04-16T20:01:57.303+05:30,1776349288272,158930,2506,Best Capital Mar'29,1,top_ytm,3,highyieldfd
2026-04-16T20:40:41.928+05:30,1776352122866,1490473,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T20:40:54.995+05:30,1776351944945,1422721,2506,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-16T22:08:36.765+05:30,1776357102933,1790006,2505,Best Capital Mar'29,1,top_ytm,3,bonds
2026-04-17T10:20:41.268+05:30,1776400744022,1774840,2528,DAR Credit Sep'28,2,top_ytm,3,bonds
2026-04-17T11:35:24.767+05:30,1776405305974,1793680,2446,Keertana Finserv Oct'28,3,top_ytm,3,bonds
2026-04-17T14:28:24.151+05:30,1776415581915,770173,2254,Akara Capitals May'27,2,top_ytm,3,bonds
