anonymous_id,user_id,context_session_id,investment_amount,timestamp,product_category,mf_investment_type,asset_id,infinite
5c16ef73-ab18-43d7-8c29-ad02fd23b62f,935075,1778092266924.0,49240,2026-05-07T00:02:36.478+05:30,Corporate Bonds,,2573,not eligible
ba1ffe4e-c8ac-4fde-8430-7b64d932071d,1004295,1778092043183.0,100599,2026-05-07T00:03:30.683+05:30,Corporate Bonds,,2438,eligible
fae433a5-70a2-40be-97d7-3a25844131ea,1090129,1778092458151.0,197042,2026-05-07T00:06:19.239+05:30,Corporate Bonds,,2626,eligible
18c67da2-5fea-4444-99de-5d0bf2f4e732,1839990,1778091019811.0,54072,2026-05-07T00:07:44.179+05:30,Corporate Bonds,,2497,not eligible
0c1468b0-5034-4e4e-8e56-8c233e63a55c,239357,1778092895822.0,295664,2026-05-07T00:15:43.407+05:30,Corporate Bonds,,2620,not eligible
92298d24-4db4-43b0-a0f5-3ebc6d077c14,1206451,1778093157356.0,9935,2026-05-07T00:18:26.767+05:30,Corporate Bonds,,2235,not eligible
0c1468b0-5034-4e4e-8e56-8c233e63a55c,239357,1778092895822.0,305778,2026-05-07T00:18:33.532+05:30,Corporate Bonds,,2327,eligible
1629dbaf-216a-48ca-80f5-d024b1feec8d,1140498,1778093291979.0,185409,2026-05-07T00:20:18.082+05:30,XCase,,2486,not eligible
b6a18046-7c3a-4b60-8c92-ad0572ff51e7,1614775,1778093253177.0,501,2026-05-07T00:24:20.136+05:30,Corporate Bonds,,2312,not eligible
f3a3c274-7b84-4679-807c-2798259e5a05,1431100,1778094171603.0,19727,2026-05-07T00:33:02.274+05:30,Corporate Bonds,,2327,eligible
dd209050-b357-4a89-af73-ca11c3fda192,1700614,1778094167544.0,10098,2026-05-07T00:41:11.581+05:30,Corporate Bonds,,2606,eligible
d6fb6362-1ae8-4354-ab3d-03bcf2a47c39,771586,1778094284432.0,10098,2026-05-07T00:42:42.908+05:30,Corporate Bonds,,2606,not eligible
d6fb6362-1ae8-4354-ab3d-03bcf2a47c39,771586,1778094284432.0,30295,2026-05-07T00:44:11.965+05:30,Corporate Bonds,,2606,not eligible
2e87d5ce-f214-4830-88fd-d4cc014e92cb,1451210,1778094913367.0,1047,2026-05-07T00:45:24.811+05:30,Corporate Bonds,,2325,not eligible
d2ac7b81-407a-4285-beb2-bca835d8dbb5,1341053,1778095001963.0,29591,2026-05-07T00:50:12.875+05:30,Corporate Bonds,,2327,eligible
6a75d96b-a872-4163-afeb-dd6330074ec2,1075743,1778093117382.0,59104,2026-05-07T00:50:19.76+05:30,Corporate Bonds,,2500,eligible
74129228-7092-4530-b9a7-65dd518110ff,1235979,1778092975055.0,10098,2026-05-07T00:53:42.668+05:30,Corporate Bonds,,2606,not eligible
775e52db-f4c5-4546-94c3-2eff5c995464,1392062,1778095491784.0,19932,2026-05-07T00:55:19.31+05:30,Corporate Bonds,,2608,eligible
b4b8806a-2882-450b-8176-fd5dadd32d81,1842421,1778095487365.0,1433,2026-05-07T01:05:08.968+05:30,Corporate Bonds,,2622,not eligible
b4b8806a-2882-450b-8176-fd5dadd32d81,1842421,1778095487365.0,1337,2026-05-07T01:06:43.549+05:30,Corporate Bonds,,2622,not eligible
0d69d4c9-80a5-4e54-bfdc-6a1d0f03d3f6,1842427,1778095899855.0,51173,2026-05-07T01:07:47.001+05:30,Corporate Bonds,,2390,not eligible
ee1e7e93-52a2-4ef6-87d0-0f114886a8e1,1713343,1778096170847.0,1477820,2026-05-07T01:09:41.612+05:30,Corporate Bonds,,2626,eligible
0b15fffe-5860-40b3-8f73-392729b6cc96,1400402,1778096407005.0,492606,2026-05-07T01:14:54.764+05:30,Corporate Bonds,,2626,eligible
f55170f3-0f13-496e-9d51-4258c4c04653,1065861,1778096047073.0,147781,2026-05-07T01:16:52.315+05:30,Corporate Bonds,,2627,eligible
