anonymous_id,user_id,context_session_id,investment_amount,timestamp,product_category,mf_investment_type,asset_id,infinite
47730b15-56d4-4628-8c66-ab53c80a2621,770540,1776277362892.0,15693,2026-04-16T00:00:20.252+05:30,Corporate Bonds,,2472,eligible
47a118e5-8317-41f4-af45-1c92f35adc91,859820,1776277059947.0,98233,2026-04-16T00:03:09.47+05:30,Corporate Bonds,,2446,eligible
7f5ec783-d647-42d9-8166-9ee6a05f9164,779630,1776278124418.0,20887,2026-04-16T00:05:41.541+05:30,Corporate Bonds,,2422,not eligible
04638821-f254-4e96-adb2-d04b3e5c6ef9,1789561,1776277654523.0,48971,2026-04-16T00:07:53.196+05:30,Corporate Bonds,,2239,eligible
04638821-f254-4e96-adb2-d04b3e5c6ef9,1789561,1776277654523.0,4897,2026-04-16T00:09:43.794+05:30,Corporate Bonds,,2239,eligible
04638821-f254-4e96-adb2-d04b3e5c6ef9,1789561,1776277654523.0,9794,2026-04-16T00:10:41.34+05:30,Corporate Bonds,,2239,eligible
a2ade794-f777-4b34-8936-807036e5ede6,952329,1776278314741.0,1958,2026-04-16T00:10:54.241+05:30,Corporate Bonds,,2239,not eligible
b58d8c7a-1409-4a82-8228-a399a494a2db,1494040,1776276940791.0,98233,2026-04-16T00:10:58.165+05:30,Corporate Bonds,,2445,eligible
04638821-f254-4e96-adb2-d04b3e5c6ef9,1789561,1776277654523.0,97942,2026-04-16T00:11:06.208+05:30,Corporate Bonds,,2239,eligible
04638821-f254-4e96-adb2-d04b3e5c6ef9,1789561,1776277654523.0,2938,2026-04-16T00:11:43.86+05:30,Corporate Bonds,,2239,eligible
60b72624-0533-4cf3-82e6-ff85861fc764,1132201,1776278548045.0,982,2026-04-16T00:13:21.834+05:30,Corporate Bonds,,2554,not eligible
bff2aab0-1a80-45b0-86a4-42975812172a,904057,1776278097815.0,39838,2026-04-16T00:14:31.403+05:30,Corporate Bonds,,2553,eligible
60b72624-0533-4cf3-82e6-ff85861fc764,1132201,1776278548045.0,2088,2026-04-16T00:16:02.539+05:30,Corporate Bonds,,2422,not eligible
b58d8c7a-1409-4a82-8228-a399a494a2db,1494040,1776276940791.0,99596,2026-04-16T00:18:50.804+05:30,Corporate Bonds,,2553,eligible
267e3090-f3b8-4bb9-9f3f-49958e1ca672,907977,1776278961042.0,68598,2026-04-16T00:20:21.894+05:30,Securitized Debt Instruments,,2365,eligible
8172e42a-59f3-4280-a078-231badb6a847,248486,1776278853330.0,19646,2026-04-16T00:22:02.1+05:30,Corporate Bonds,,2445,not eligible
b58d8c7a-1409-4a82-8228-a399a494a2db,1494040,1776276940791.0,49676,2026-04-16T00:24:06.563+05:30,Corporate Bonds,,2290,eligible
8172e42a-59f3-4280-a078-231badb6a847,248486,1776278853330.0,19646,2026-04-16T00:31:25.329+05:30,Corporate Bonds,,2445,eligible
5f70be20-6766-4567-9aeb-106a476deb56,17601,1776279605430.0,9823,2026-04-16T00:32:16.368+05:30,Corporate Bonds,,2445,eligible
d6517c45-4080-4c77-aae9-995d77c49963,1399279,1776279790353.0,9946,2026-04-16T00:34:26.077+05:30,Corporate Bonds,,2505,eligible
1aa9d534-587e-4ade-bea2-2391e0787b80,1676257,1776279083819.0,98233,2026-04-16T00:35:10.114+05:30,Corporate Bonds,,2445,eligible
2c05ef27-e85f-4f63-aeaa-c42afbf6e2a3,1697430,1776279349855.0,78587,2026-04-16T00:35:29.935+05:30,Corporate Bonds,,2446,eligible
09ce46da-e17c-4cfd-8a6b-d410b2028535,1785747,1776280233506.0,98233,2026-04-16T00:41:24.417+05:30,Corporate Bonds,,2446,eligible
c9c742a9-82f5-4e14-bce0-2fdd3376bf45,1789612,1776279880074.0,99573,2026-04-16T00:41:38.304+05:30,Corporate Bonds,,2528,eligible
c9c742a9-82f5-4e14-bce0-2fdd3376bf45,1789612,1776279880074.0,508,2026-04-16T00:42:32.862+05:30,Corporate Bonds,,1217,not eligible
c9c742a9-82f5-4e14-bce0-2fdd3376bf45,1789612,1776279880074.0,101,2026-04-16T00:43:10.231+05:30,Corporate Bonds,,1217,not eligible
2a11510d-4e1c-4d47-b2ac-be5447df166b,1513501,1776280463398.0,29495,2026-04-16T00:47:16.282+05:30,Corporate Bonds,,2500,eligible
4f83f9d5-ab21-4622-8f0f-47042c4fe155,1258928,1776280444933.0,980,2026-04-16T00:47:56.509+05:30,Corporate Bonds,,2472,eligible
2c05ef27-e85f-4f63-aeaa-c42afbf6e2a3,1697430,1776279349855.0,107942,2026-04-16T00:52:45.974+05:30,Corporate Bonds,,2473,not eligible
74f9a53d-0668-439b-a6dd-9d1fe3f53d08,804001,1776280829687.0,750000,2026-04-16T00:53:56.718+05:30,High Yield FDs,,1239,not eligible
2c05ef27-e85f-4f63-aeaa-c42afbf6e2a3,1697430,1776279349855.0,100924,2026-04-16T00:56:18.264+05:30,Corporate Bonds,,2471,not eligible
77f61765-d0de-4fb4-a9a9-9cfedb2bfa70,1789632,1776280886991.0,10754,2026-04-16T00:59:28.23+05:30,Corporate Bonds,,2497,not eligible
65554f74-77bd-4e44-aee6-9480074bfdf4,1789635,1776280952939.0,976,2026-04-16T01:00:57.112+05:30,Corporate Bonds,,2556,not eligible
65554f74-77bd-4e44-aee6-9480074bfdf4,1789635,1776280952939.0,488,2026-04-16T01:02:01.251+05:30,Corporate Bonds,,2556,not eligible
2c05ef27-e85f-4f63-aeaa-c42afbf6e2a3,1697430,1776279349855.0,98679,2026-04-16T01:02:45.872+05:30,Corporate Bonds,,2254,eligible
a4cee1d8-3ed1-4e44-8e83-153f227ac0b6,1789644,1776281187391.0,98748,2026-04-16T01:03:46.54+05:30,Corporate Bonds,,2506,eligible
a4cee1d8-3ed1-4e44-8e83-153f227ac0b6,1789644,1776281187391.0,98748,2026-04-16T01:04:01.695+05:30,Corporate Bonds,,2506,eligible
a4cee1d8-3ed1-4e44-8e83-153f227ac0b6,1789644,1776281187391.0,19749,2026-04-16T01:04:18.431+05:30,Corporate Bonds,,2506,eligible
a4cee1d8-3ed1-4e44-8e83-153f227ac0b6,1789644,1776281187391.0,1958,2026-04-16T01:09:14.789+05:30,Corporate Bonds,,2239,eligible
a4cee1d8-3ed1-4e44-8e83-153f227ac0b6,1789644,1776281187391.0,1958,2026-04-16T01:10:52.536+05:30,Corporate Bonds,,2239,eligible
a4cee1d8-3ed1-4e44-8e83-153f227ac0b6,1789644,1776281187391.0,4904,2026-04-16T01:14:05.066+05:30,Corporate Bonds,,2104,eligible
ac08ca2d-d37f-47e7-b8c4-d5ffdaa9dcff,1273753,1776282232211.0,981,2026-04-16T01:15:14.717+05:30,Corporate Bonds,,2555,not eligible
ac08ca2d-d37f-47e7-b8c4-d5ffdaa9dcff,1273753,1776282232211.0,981,2026-04-16T01:18:29.235+05:30,Corporate Bonds,,2555,not eligible
adb6c7ed-0595-4d7f-a66b-9329525721f1,1635822,1776279808362.0,1075,2026-04-16T01:24:20.752+05:30,Corporate Bonds,,2497,not eligible
6b94bef7-187c-495c-8a10-9bb89d755a55,1515540,1776282637850.0,9867,2026-04-16T01:24:34.806+05:30,Corporate Bonds,,2254,eligible
adb6c7ed-0595-4d7f-a66b-9329525721f1,1635822,1776279808362.0,1075,2026-04-16T01:27:58.941+05:30,Corporate Bonds,,2497,not eligible
9a0a2e5e-d675-4268-a0ce-7e24acd86a11,1444528,1776282283827.0,99573,2026-04-16T01:36:48.071+05:30,Corporate Bonds,,2528,not eligible
9a0a2e5e-d675-4268-a0ce-7e24acd86a11,1444528,1776282283827.0,9957,2026-04-16T01:37:00.089+05:30,Corporate Bonds,,2528,not eligible
6ea0540c-4f76-4231-a496-f20a4fe2e442,1789687,1776283216173.0,979,2026-04-16T01:38:49.993+05:30,Corporate Bonds,,2239,eligible
53e14311-9ecc-4da1-8870-679a47f30fc2,1787402,1776283794068.0,99573,2026-04-16T01:41:32.086+05:30,Corporate Bonds,,2528,eligible
7c9dff77-39a7-43fb-995a-c59c04263314,1299918,1776283891947.0,200182,2026-04-16T01:50:41.026+05:30,Corporate Bonds,,2394,not eligible
7c9dff77-39a7-43fb-995a-c59c04263314,1299918,1776283891947.0,200182,2026-04-16T01:50:41.271+05:30,Corporate Bonds,,2394,not eligible
6ea0540c-4f76-4231-a496-f20a4fe2e442,1789687,1776283216173.0,97,2026-04-16T02:02:14.846+05:30,Corporate Bonds,,2556,not eligible
0f4f6d55-7d24-4ac8-b56d-b4f039884c28,1789717,1776285108943.0,97,2026-04-16T02:13:13.917+05:30,Corporate Bonds,,2556,not eligible
cd196ac9-4e01-4961-b071-537088047cf9,887036,1776285532025.0,53971,2026-04-16T02:25:02.361+05:30,Corporate Bonds,,2473,not eligible
099a3231-7aff-4452-b033-fd2bc9dc4db0,1789732,1776286430378.0,1079,2026-04-16T02:30:43.971+05:30,Corporate Bonds,,2473,not eligible
57b5ab51-40a3-403e-9dbb-71c03f39fdce,65582,1776286828769.0,30488,2026-04-16T02:31:44.494+05:30,Securitized Debt Instruments,,2365,eligible
57b5ab51-40a3-403e-9dbb-71c03f39fdce,65582,1776286828769.0,980,2026-04-16T02:34:17.941+05:30,Corporate Bonds,,2472,eligible
57b5ab51-40a3-403e-9dbb-71c03f39fdce,65582,1776286828769.0,522,2026-04-16T02:35:47.751+05:30,Corporate Bonds,,2312,not eligible
092c50df-4495-4fdd-838a-f4da53447423,1740151,1776286892554.0,99353,2026-04-16T02:37:23.713+05:30,Corporate Bonds,,2290,eligible
1feb43d5-465c-4ca0-b238-80616c41760b,249954,1776288184481.0,51712,2026-04-16T03:03:17.556+05:30,Corporate Bonds,,2423,not eligible
9bd7b45d-7d2c-46fe-bf51-a91b5767ded1,1789738,1776287426675.0,98882,2026-04-16T03:09:44.246+05:30,Corporate Bonds,,2393,eligible
772a30fd-cd28-4ce5-9690-4d6b3455cc0a,1450095,1776289077739.0,49732,2026-04-16T03:11:46.662+05:30,Corporate Bonds,,2505,eligible
68a6f028-88ad-4e24-8d78-4700eb915777,1749328,1776289375423.0,9946,2026-04-16T03:19:00.469+05:30,Corporate Bonds,,2505,eligible
68a6f028-88ad-4e24-8d78-4700eb915777,1749328,1776289375423.0,61755,2026-04-16T03:32:03.353+05:30,XCase,,2486,not eligible
aa875788-bee7-4cb9-ab16-9e78aa50b329,1312312,1776291001712.0,6788,2026-04-16T03:40:36.04+05:30,Securitized Debt Instruments,,2256,eligible
d6148b8c-4344-4553-ac4b-42b6bad29166,1257485,1776290478760.0,40000,2026-04-16T03:45:17.26+05:30,High Yield FDs,,1239,not eligible
81fd4372-071f-47b7-bbb5-b1a6981b8314,792119,1776294113300.0,9823,2026-04-16T04:34:31.14+05:30,Corporate Bonds,,2446,eligible
81fd4372-071f-47b7-bbb5-b1a6981b8314,792119,1776294113300.0,9823,2026-04-16T04:34:33.144+05:30,Corporate Bonds,,2446,eligible
81fd4372-071f-47b7-bbb5-b1a6981b8314,792119,1776294113300.0,9823,2026-04-16T04:39:41.89+05:30,Corporate Bonds,,2445,eligible
7142ac56-0160-4014-b1a8-51f530b2f47c,474751,1776293950348.0,98233,2026-04-16T04:46:44.02+05:30,Corporate Bonds,,2445,eligible
2ce575fc-6480-417e-96c2-4f5c889df525,1490150,1776294907879.0,49158,2026-04-16T04:49:11.414+05:30,Corporate Bonds,,2500,eligible
2ce575fc-6480-417e-96c2-4f5c889df525,1712668,1776294907879.0,49158,2026-04-16T04:53:58.966+05:30,Corporate Bonds,,2500,not eligible
e9d0f2bc-a8cf-426a-af78-7810b6df3c6e,1318852,1776295366206.0,982,2026-04-16T05:01:33.196+05:30,Corporate Bonds,,2554,not eligible
63147c35-3b46-435d-b2ef-defb52132e45,1783863,1776295799620.0,98233,2026-04-16T05:03:46.685+05:30,Corporate Bonds,,2446,eligible
63147c35-3b46-435d-b2ef-defb52132e45,1783863,1776295799620.0,50000,2026-04-16T05:15:47.165+05:30,High Yield FDs,,1095,not eligible
63147c35-3b46-435d-b2ef-defb52132e45,1783863,1776295799620.0,99573,2026-04-16T05:21:15.116+05:30,Corporate Bonds,,2528,eligible
63147c35-3b46-435d-b2ef-defb52132e45,1783863,1776295799620.0,76220,2026-04-16T05:33:33.356+05:30,Securitized Debt Instruments,,2365,eligible
63147c35-3b46-435d-b2ef-defb52132e45,1783863,1776295799620.0,508,2026-04-16T05:36:53.616+05:30,Corporate Bonds,,1217,not eligible
0c87ecd7-0554-425a-b770-8206416b21ea,1336600,1776297844350.0,198574,2026-04-16T05:39:02.823+05:30,Corporate Bonds,,2462,eligible
36e125f5-26bd-4e64-af07-fd675219e123,906124,1776298217892.0,98233,2026-04-16T05:40:34.638+05:30,Corporate Bonds,,2445,eligible
36e125f5-26bd-4e64-af07-fd675219e123,906124,1776298217892.0,108057,2026-04-16T05:41:10.495+05:30,Corporate Bonds,,2445,eligible
cb70b0c4-9967-4fac-a72d-123eb35df89d,1653149,1776298544538.0,101,2026-04-16T05:46:31.223+05:30,Corporate Bonds,,1217,not eligible
d98b132e-09d9-44be-a412-c794580c974d,998003,1776298703063.0,979,2026-04-16T05:51:16.429+05:30,Corporate Bonds,,2239,eligible
d98b132e-09d9-44be-a412-c794580c974d,998003,1776298703063.0,980,2026-04-16T05:53:46.823+05:30,Corporate Bonds,,2472,eligible
a00556f3-483f-4773-b2fa-db42aed7293f,1749139,1776299093719.0,215096,2026-04-16T05:59:17.676+05:30,Corporate Bonds,,2497,not eligible
a00556f3-483f-4773-b2fa-db42aed7293f,1749139,1776299093719.0,201849,2026-04-16T06:03:28.075+05:30,Corporate Bonds,,2471,not eligible
54f90767-1b6a-4380-9db5-7f0fdeff239e,11839,1776299770033.0,198929,2026-04-16T06:09:48.249+05:30,Corporate Bonds,,2505,eligible
21cbb7c3-831a-4ed9-b068-9063c3e9a634,1786140,1776298029323.0,1490061,2026-04-16T06:13:28.909+05:30,Corporate Bonds,,2254,eligible
7585324a-913d-4e99-b144-56df361c6533,45292,1776300579125.0,4904,2026-04-16T06:20:32.442+05:30,Corporate Bonds,,2472,eligible
f3587d8d-a20a-4da6-bc8e-1485f13c53d8,884005,1776300691032.0,99353,2026-04-16T06:25:38.118+05:30,Corporate Bonds,,2290,eligible
548b5695-72eb-4d47-b507-3791a90c7e8a,1457673,1776301040404.0,4904,2026-04-16T06:27:45.944+05:30,Corporate Bonds,,2472,eligible
7d1fab23-0a73-472f-a9da-be81b0482a37,1393404,1776301174841.0,9823,2026-04-16T06:31:38.829+05:30,Corporate Bonds,,2445,eligible
ea7090f1-6711-4840-8015-f980f8a4211f,1500724,1776301360200.0,29470,2026-04-16T06:33:56.037+05:30,Corporate Bonds,,2446,eligible
25a1fbe8-4dad-446c-9428-f48fb327120e,1426983,1776301470976.0,76220,2026-04-16T06:35:53.927+05:30,Securitized Debt Instruments,,2365,eligible
167a89f6-1c25-40a0-b59c-4a5a5ba20aa7,178330,1776301414686.0,982339,2026-04-16T06:36:58.373+05:30,Corporate Bonds,,2445,eligible
99569e74-2061-41a3-aaae-9a0fab422d21,542752,1776301460095.0,298393,2026-04-16T06:37:55.629+05:30,Corporate Bonds,,2505,eligible
48372f82-2e6e-4493-be30-574df9b334dc,1391033,1776301613402.0,196467,2026-04-16T06:39:31.565+05:30,Corporate Bonds,,2446,eligible
0540de56-5091-4ac5-9a03-ec224417bf24,1755663,1776300550002.0,159684,2026-04-16T06:41:25.276+05:30,Corporate Bonds,,2557,eligible
4cc10b75-1697-4a0b-81d4-a30e9d0e83b0,520614,1776302021220.0,99464,2026-04-16T06:44:18.225+05:30,Corporate Bonds,,2505,eligible
6b1928b8-4638-4e75-a795-4aaeb054ec6a,1248408,1776302073740.0,100924,2026-04-16T06:45:02.64+05:30,Corporate Bonds,,2471,not eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,1499235,2026-04-16T06:46:35.414+05:30,Corporate Bonds,,2462,eligible
237ffc7c-39cf-4729-a3e0-6ce435cb17e1,1547136,1776302016234.0,50732,2026-04-16T06:46:54.32+05:30,Corporate Bonds,,2473,not eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,99287,2026-04-16T06:47:20.517+05:30,Corporate Bonds,,2462,eligible
0540de56-5091-4ac5-9a03-ec224417bf24,1755663,1776300550002.0,100354,2026-04-16T06:47:39.261+05:30,Corporate Bonds,,2175,eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,99287,2026-04-16T06:47:50.849+05:30,Corporate Bonds,,2462,eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,99287,2026-04-16T06:49:35.464+05:30,Corporate Bonds,,2462,eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,99287,2026-04-16T06:51:34.373+05:30,Corporate Bonds,,2462,eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,198574,2026-04-16T06:53:10.458+05:30,Corporate Bonds,,2462,eligible
28e123de-c43f-41a8-89af-538f8081f6de,722774,1776301667569.0,980,2026-04-16T06:53:14.084+05:30,Corporate Bonds,,2472,eligible
28e123de-c43f-41a8-89af-538f8081f6de,722774,1776301667569.0,980,2026-04-16T06:53:33.502+05:30,Corporate Bonds,,2472,eligible
8382f945-03af-48b2-b555-e27157147877,801247,1776301430459.0,198574,2026-04-16T06:55:25.776+05:30,Corporate Bonds,,2462,eligible
