timestamp,context_session_id,user_id,active_tab,assets_visible_count
2026-04-16T00:53:18.07+05:30,1776280931309.0,1611007.0,bonds,35
2026-04-16T01:40:04.997+05:30,1776283518810.0,1789691.0,bonds,36
2026-04-16T01:59:23.314+05:30,,1789713.0,bonds,7
2026-04-16T02:09:31.8+05:30,1776285315723.0,1789719.0,bonds,36
2026-04-16T02:57:43.126+05:30,1776287426675.0,1789738.0,bonds,31
2026-04-16T03:13:18.602+05:30,1776289364440.0,1388793.0,bonds,35
2026-04-16T03:15:09.201+05:30,1776289375423.0,1749328.0,highyieldfd,35
2026-04-16T03:39:06.072+05:30,1776290832409.0,1785739.0,sdi,36
2026-04-16T03:39:30.792+05:30,1776290832409.0,1785739.0,sdi,36
2026-04-16T03:42:02.376+05:30,1776290478760.0,1257485.0,highyieldfd,36
2026-04-16T05:11:59.312+05:30,1776296206782.0,1789760.0,bonds,36
2026-04-16T05:21:40.777+05:30,1776296549827.0,1789760.0,sdi,36
2026-04-16T05:22:34.498+05:30,1776296549827.0,1789760.0,sdi,36
2026-04-16T05:32:49.876+05:30,1776295799620.0,1783863.0,highyieldfd,36
2026-04-16T06:10:02.069+05:30,1776299850254.0,1757920.0,bonds,30
2026-04-16T06:24:00.637+05:30,1776300386557.0,1789811.0,bonds,36
2026-04-16T07:08:15.754+05:30,1776303273102.0,1184624.0,bonds,36
2026-04-16T07:31:00.485+05:30,1776304805562.0,1787896.0,bonds,36
2026-04-16T07:36:39.726+05:30,1776305099310.0,896376.0,sdi,35
2026-04-16T07:40:36.882+05:30,1776305385154.0,1427.0,bonds,36
2026-04-16T07:41:26.748+05:30,1776304975898.0,1510970.0,bonds,36
2026-04-16T07:42:32.736+05:30,1776305312937.0,1717679.0,bonds,35
2026-04-16T07:48:50.173+05:30,1776305312937.0,1717679.0,bonds,35
2026-04-16T07:54:39.806+05:30,1776305943461.0,942983.0,bonds,40
2026-04-16T08:08:24.09+05:30,1776306634784.0,1790082.0,bonds,36
2026-04-16T08:19:25.353+05:30,1776307761135.0,745993.0,bonds,36
2026-04-16T08:22:01.097+05:30,1776307313207.0,1790142.0,bonds,36
2026-04-16T08:22:55.555+05:30,1776307816366.0,1790183.0,bonds,36
2026-04-16T08:23:39.956+05:30,1776307997964.0,844945.0,baskets,8
